year_region,CF_PV,perc_PV,CF_WT,perc_WT
ITH5-2005,0.151292078,0.77,0.104743037,0.02
ITH5-2006,0.157323106,0.81,0.109487329,0.02
ITH5-2007,0.162738723,0.84,0.126965297,0.07
ITH5-2008,0.150531999,0.77,0.128222905,0.07
ITH5-2009,0.152815282,0.78,0.121559932,0.05
ITH5-2010,0.14223113,0.71,0.108976027,0.02
ITH5-2011,0.167752065,0.86,0.105952968,0.02
ITH5-2012,0.157757548,0.81,0.134553393,0.09
ITH5-2013,0.14006658,0.69,0.114103881,0.03
ITH5-2014,0.146101679,0.74,0.102172603,0.01
ITH5-2015,0.159307024,0.82,0.12369395,0.06
ITI1-1986,0.164072019,0.84,0.098982648,0.01
ITI1-1987,0.158632654,0.81,0.099784132,0.01
ITI1-1988,0.159065451,0.82,0.094661316,0.01
ITI1-1989,0.165014659,0.85,0.083728311,0.00
ITI1-1990,0.163298603,0.84,0.08999726,0.00
ITI1-1991,0.163084623,0.84,0.092147146,0.00
ITI1-1992,0.161526643,0.83,0.102773793,0.02
ITI1-1993,0.163916071,0.84,0.105028539,0.02
ITI1-1994,0.163719405,0.84,0.099799886,0.01
ITI1-1995,0.160585256,0.82,0.109274543,0.02
ITI1-1996,0.155551539,0.79,0.104656193,0.02
ITI1-1997,0.171251458,0.88,0.105615868,0.02
ITI1-1998,0.16857335,0.87,0.110570776,0.03
ITI1-1999,0.160908349,0.83,0.118778425,0.04
ITI1-2000,0.157999998,0.81,0.110028233,0.03
ITI1-2001,0.160795471,0.83,0.120873973,0.05
ITI1-2002,0.156158419,0.80,0.091500799,0.00
ITI1-2003,0.175549417,0.90,0.120152854,0.05
ITI1-2004,0.156979563,0.80,0.101136157,0.01
ITI1-2005,0.160790444,0.83,0.08174726,0.00
ITI1-2006,0.162630354,0.83,0.093498174,0.01
ITI1-2007,0.168572081,0.87,0.098729452,0.01
ITI1-2008,0.154265952,0.79,0.104255009,0.02
ITI1-2009,0.164055779,0.84,0.09547911,0.01
ITI1-2010,0.150955408,0.77,0.095901941,0.01
ITI1-2011,0.178249498,0.91,0.084283904,0.00
ITI1-2012,0.166030288,0.85,0.107603142,0.02
ITI1-2013,0.150695458,0.77,0.094918493,0.01
ITI1-2014,0.15356591,0.78,0.084006507,0.00
ITI1-2015,0.164430333,0.84,0.085861758,0.00
ITI2-1986,0.165075029,0.85,0.098982648,0.01
ITI2-1987,0.160536903,0.82,0.099784132,0.01
ITI2-1988,0.161946933,0.83,0.094661316,0.01
ITI2-1989,0.168737188,0.87,0.083728311,0.00
ITI2-1990,0.16348971,0.84,0.08999726,0.00
ITI2-1991,0.16174195,0.83,0.092147146,0.00
ITI2-1992,0.165043172,0.85,0.102773793,0.02
ITI2-1993,0.165873508,0.85,0.105028539,0.02
ITI2-1994,0.16704387,0.86,0.099799886,0.01
ITI2-1995,0.15758095,0.81,0.109274543,0.02
ITI2-1996,0.156113171,0.80,0.104656193,0.02
ITI2-1997,0.173454223,0.89,0.105615868,0.02
ITI2-1998,0.1690183,0.87,0.110570776,0.03
ITI2-1999,0.161925477,0.83,0.118778425,0.04
ITI2-2000,0.163026626,0.84,0.110028233,0.03
ITI2-2001,0.161353759,0.83,0.120873973,0.05
ITI2-2002,0.157611856,0.81,0.091500799,0.00
ITI2-2003,0.173801041,0.89,0.120152854,0.05
ITI2-2004,0.155244859,0.79,0.101136157,0.01
ITI2-2005,0.159801621,0.82,0.08174726,0.00
ITI2-2006,0.164383533,0.84,0.093498174,0.01
ITI2-2007,0.16795349,0.86,0.098729452,0.01
ITI2-2008,0.158713106,0.81,0.104255009,0.02
ITI2-2009,0.163442928,0.84,0.09547911,0.01
ITI2-2010,0.152340679,0.78,0.095901941,0.01
ITI2-2011,0.177306986,0.91,0.084283904,0.00
ITI2-2012,0.168211686,0.86,0.107603142,0.02
ITI2-2013,0.150885801,0.77,0.094918493,0.01
ITI2-2014,0.154853293,0.79,0.084006507,0.00
ITI2-2015,0.167088845,0.86,0.085861758,0.00
ITI3-1986,0.153726612,0.78,0.123029566,0.05
ITI3-1987,0.149916745,0.76,0.119855479,0.04
ITI3-1988,0.153550594,0.78,0.118884791,0.04
ITI3-1989,0.161701136,0.83,0.096958105,0.01
ITI3-1990,0.160572159,0.82,0.115085845,0.03
ITI3-1991,0.153653104,0.78,0.114219863,0.03
ITI3-1992,0.159082843,0.82,0.117804872,0.04
ITI3-1993,0.157860315,0.81,0.133402854,0.09
ITI3-1994,0.159286269,0.82,0.118996689,0.04
ITI3-1995,0.151413436,0.77,0.139136986,0.11
ITI3-1996,0.146894003,0.74,0.119186703,0.04
ITI3-1997,0.163544405,0.84,0.12508516,0.06
ITI3-1998,0.160809873,0.83,0.135985616,0.10
ITI3-1999,0.154225261,0.79,0.149617922,0.16
ITI3-2000,0.163873295,0.84,0.125468352,0.06
ITI3-2001,0.15606399,0.80,0.152327397,0.17
ITI3-2002,0.151155176,0.77,0.120735731,0.05
ITI3-2003,0.158450864,0.81,0.144528881,0.14
ITI3-2004,0.150097591,0.76,0.127405738,0.07
ITI3-2005,0.148478586,0.75,0.112834932,0.03
ITI3-2006,0.156444264,0.80,0.109676826,0.03
ITI3-2007,0.160160357,0.82,0.130305708,0.08
ITI3-2008,0.156004298,0.80,0.121034722,0.05
ITI3-2009,0.151887061,0.78,0.124485616,0.06
ITI3-2010,0.145701926,0.73,0.112980708,0.03
ITI3-2011,0.164521566,0.84,0.101798516,0.01
ITI3-2012,0.1615663,0.83,0.130574909,0.08
ITI3-2013,0.145738663,0.73,0.116571689,0.04
ITI3-2014,0.148842842,0.75,0.109187671,0.02
ITI3-2015,0.15920975,0.82,0.11885274,0.04
ITI4-1986,0.170378742,0.88,0.127544749,0.07
ITI4-1987,0.168918541,0.87,0.154086187,0.18
ITI4-1988,0.172277385,0.88,0.151754554,0.16
ITI4-1989,0.174889215,0.90,0.118309703,0.04
ITI4-1990,0.169604652,0.87,0.12832032,0.07
ITI4-1991,0.168305494,0.86,0.150830479,0.16
ITI4-1992,0.172883625,0.89,0.136420196,0.10
ITI4-1993,0.177054395,0.90,0.143732877,0.13
ITI4-1994,0.174117937,0.89,0.130525571,0.08
ITI4-1995,0.167190447,0.86,0.155405137,0.18
ITI4-1996,0.160852629,0.83,0.142096198,0.13
ITI4-1997,0.177571861,0.91,0.150472603,0.16
ITI4-1998,0.176885729,0.90,0.156447717,0.19
ITI4-1999,0.171416596,0.88,0.167682078,0.23
ITI4-2000,0.171184855,0.88,0.14929679,0.15
ITI4-2001,0.171698602,0.88,0.180035502,0.29
ITI4-2002,0.164885091,0.85,0.146410388,0.14
ITI4-2003,0.178725261,0.91,0.160888927,0.20
ITI4-2004,0.162897236,0.84,0.150473816,0.16
ITI4-2005,0.16961526,0.87,0.133373288,0.09
ITI4-2006,0.171907691,0.88,0.127919292,0.07
ITI4-2007,0.172467764,0.89,0.134860502,0.09
ITI4-2008,0.166276555,0.85,0.142212204,0.13
ITI4-2009,0.170787054,0.88,0.145672945,0.14
ITI4-2010,0.159714989,0.82,0.145033219,0.14
ITI4-2011,0.183392855,0.94,0.121033676,0.05
ITI4-2012,0.175052244,0.90,0.150678962,0.16
ITI4-2013,0.161036463,0.83,0.133104224,0.09
ITI4-2014,0.166988716,0.86,0.131242123,0.08
ITI4-2015,0.174346443,0.89,0.123081279,0.05
NL11-1986,0.115029453,0.30,0.408991667,0.96
NL11-1987,0.107009943,0.14,0.359591553,0.91
NL11-1988,0.105051038,0.11,0.439394126,0.98
NL11-1989,0.116403606,0.33,0.389895434,0.94
NL11-1990,0.114673787,0.29,0.43021153,0.98
NL11-1991,0.118633863,0.39,0.377014041,0.93
NL11-1992,0.118304701,0.38,0.402359631,0.95
NL11-1993,0.105610403,0.12,0.391840068,0.94
NL11-1994,0.111971001,0.22,0.395390525,0.94
NL11-1995,0.118402656,0.39,0.402916667,0.95
NL11-1996,0.109332828,0.17,0.37477607,0.92
NL11-1997,0.114435576,0.28,0.359284589,0.91
NL11-1998,0.100353283,0.06,0.429120548,0.97
NL11-1999,0.115815608,0.32,0.407723973,0.96
NL11-2000,0.105687472,0.12,0.422579007,0.97
NL11-2001,0.110686761,0.19,0.374477055,0.92
NL11-2002,0.111386492,0.21,0.385239269,0.93
NL11-2003,0.126464723,0.56,0.330388014,0.86
NL11-2004,0.116892754,0.35,0.386947291,0.94
NL11-2005,0.114455194,0.28,0.392100342,0.94
NL11-2006,0.108791831,0.16,0.380883904,0.93
NL11-2007,0.111617566,0.21,0.419957192,0.97
NL11-2008,0.111128025,0.20,0.414912341,0.96
NL11-2009,0.115362363,0.30,0.3805121,0.93
NL11-2010,0.112494732,0.23,0.348044635,0.89
NL11-2011,0.115459322,0.31,0.391016895,0.94
NL11-2012,0.107484923,0.14,0.376450478,0.93
NL11-2013,0.106470539,0.13,0.378511644,0.93
NL11-2014,0.11554088,0.31,0.379866553,0.93
NL11-2015,0.115119208,0.30,0.401728653,0.95
NL12-1986,0.119738825,0.42,0.442562329,0.98
NL12-1987,0.112552203,0.24,0.372421918,0.92
NL12-1988,0.110120181,0.18,0.462049522,0.99
NL12-1989,0.119859594,0.43,0.404275571,0.95
NL12-1990,0.117695196,0.37,0.452016895,0.99
NL12-1991,0.120993638,0.46,0.393031507,0.94
NL12-1992,0.122078864,0.48,0.42141974,0.97
NL12-1993,0.109525822,0.17,0.40296016,0.95
NL12-1994,0.113694058,0.26,0.417678082,0.97
NL12-1995,0.122492481,0.49,0.42166484,0.97
NL12-1996,0.11420781,0.27,0.38957969,0.94
NL12-1997,0.11713945,0.35,0.381570662,0.93
NL12-1998,0.103443025,0.09,0.458782877,0.99
NL12-1999,0.118416018,0.39,0.43776895,0.98
NL12-2000,0.109179861,0.17,0.451083561,0.99
NL12-2001,0.116012874,0.32,0.399510502,0.95
NL12-2002,0.116102675,0.32,0.398250114,0.95
NL12-2003,0.130324506,0.61,0.348437557,0.89
NL12-2004,0.117995617,0.38,0.403731899,0.95
NL12-2005,0.116528655,0.34,0.399386073,0.95
NL12-2006,0.113059427,0.24,0.404785616,0.96
NL12-2007,0.116223885,0.33,0.429793836,0.98
NL12-2008,0.115860418,0.32,0.437755806,0.98
NL12-2009,0.118595663,0.39,0.397094635,0.95
NL12-2010,0.115923053,0.32,0.341414155,0.88
NL12-2011,0.117932688,0.38,0.406601256,0.96
NL12-2012,0.110926744,0.20,0.389540756,0.94
NL12-2013,0.11137863,0.21,0.390268607,0.94
NL12-2014,0.11776628,0.37,0.388741438,0.94
NL12-2015,0.118220913,0.38,0.424313813,0.97
NL13-1986,0.115411686,0.31,0.271022717,0.70
NL13-1987,0.107777638,0.15,0.214345776,0.47
NL13-1988,0.104420337,0.10,0.274011954,0.71
NL13-1989,0.11526725,0.30,0.22995468,0.55
NL13-1990,0.113284151,0.25,0.287893493,0.75
NL13-1991,0.117302215,0.36,0.229048288,0.55
NL13-1992,0.11596801,0.32,0.25110041,0.64
NL13-1993,0.105325884,0.11,0.239628196,0.60
NL13-1994,0.110287428,0.19,0.261610616,0.67
NL13-1995,0.118552846,0.39,0.250781279,0.64
NL13-1996,0.108009532,0.15,0.228181922,0.54
NL13-1997,0.114250804,0.27,0.224252283,0.52
NL13-1998,0.099003659,0.05,0.271589041,0.70
NL13-1999,0.115905289,0.32,0.262303082,0.68
NL13-2000,0.104359268,0.10,0.278302596,0.72
NL13-2001,0.109645102,0.17,0.222515639,0.52
NL13-2002,0.110995225,0.20,0.246595205,0.62
NL13-2003,0.127297765,0.58,0.195967352,0.38
NL13-2004,0.115110863,0.30,0.235648338,0.58
NL13-2005,0.115372535,0.31,0.215912557,0.48
NL13-2006,0.108997186,0.16,0.235842466,0.58
NL13-2007,0.110868993,0.20,0.249677169,0.63
NL13-2008,0.109797251,0.18,0.253350638,0.65
NL13-2009,0.113563566,0.26,0.221314269,0.51
NL13-2010,0.111174097,0.20,0.177721119,0.28
NL13-2011,0.115515715,0.31,0.234496575,0.57
NL13-2012,0.107083916,0.14,0.215141963,0.48
NL13-2013,0.105299616,0.11,0.21993379,0.50
NL13-2014,0.113683493,0.26,0.224484018,0.52
NL13-2015,0.115097576,0.30,0.253690297,0.65
NL21-1986,0.117629272,0.37,0.325699772,0.85
NL21-1987,0.11001109,0.18,0.265535845,0.69
NL21-1988,0.106714746,0.13,0.330397313,0.86
NL21-1989,0.118475564,0.39,0.2792621,0.72
NL21-1990,0.11565378,0.31,0.338604909,0.87
NL21-1991,0.118865284,0.40,0.279916781,0.73
NL21-1992,0.11671326,0.34,0.302983265,0.79
NL21-1993,0.107302906,0.14,0.291936416,0.76
NL21-1994,0.111435191,0.21,0.308038128,0.80
NL21-1995,0.120033801,0.43,0.306016324,0.80
NL21-1996,0.111843496,0.22,0.2786727,0.72
NL21-1997,0.115996387,0.32,0.2747,0.71
NL21-1998,0.100132654,0.06,0.323598402,0.84
NL21-1999,0.118233944,0.38,0.314019178,0.82
NL21-2000,0.108085359,0.15,0.327189094,0.85
NL21-2001,0.111489247,0.21,0.276536187,0.71
NL21-2002,0.113316498,0.25,0.291115183,0.76
NL21-2003,0.130914187,0.62,0.243063699,0.61
NL21-2004,0.115669558,0.31,0.287153575,0.75
NL21-2005,0.117147989,0.35,0.269026027,0.69
NL21-2006,0.110881094,0.20,0.285183219,0.74
NL21-2007,0.111977771,0.22,0.30547968,0.80
NL21-2008,0.111748924,0.22,0.301869991,0.79
NL21-2009,0.114379223,0.28,0.273359589,0.71
NL21-2010,0.11364642,0.26,0.228381164,0.54
NL21-2011,0.11913021,0.41,0.280993721,0.73
NL21-2012,0.110049985,0.18,0.25978643,0.67
NL21-2013,0.105002749,0.11,0.269757877,0.70
NL21-2014,0.114291249,0.28,0.26691347,0.69
NL21-2015,0.116931887,0.35,0.301555936,0.79
NL22-1986,0.119770132,0.43,0.304468265,0.79
NL22-1987,0.109853202,0.18,0.241610731,0.60
NL22-1988,0.107134177,0.14,0.297890938,0.78
NL22-1989,0.120512265,0.45,0.250255594,0.64
NL22-1990,0.116598798,0.34,0.313614726,0.82
NL22-1991,0.11907339,0.41,0.251237329,0.64
NL22-1992,0.117400844,0.36,0.280561248,0.73
NL22-1993,0.109178579,0.17,0.269680251,0.70
NL22-1994,0.112230651,0.22,0.289388699,0.75
NL22-1995,0.120866739,0.46,0.279148973,0.72
NL22-1996,0.112341251,0.23,0.245270606,0.62
NL22-1997,0.117696412,0.37,0.252349087,0.64
NL22-1998,0.101434107,0.07,0.300340753,0.78
NL22-1999,0.118023344,0.38,0.294889384,0.77
NL22-2000,0.108943781,0.16,0.307020378,0.80
NL22-2001,0.11194042,0.22,0.253445434,0.65
NL22-2002,0.11392492,0.27,0.270565297,0.70
NL22-2003,0.132435986,0.63,0.220380822,0.51
NL22-2004,0.11653723,0.34,0.260934312,0.67
NL22-2005,0.118615787,0.39,0.238827968,0.60
NL22-2006,0.111557517,0.21,0.265149087,0.68
NL22-2007,0.112674305,0.24,0.277115183,0.72
NL22-2008,0.112305977,0.23,0.275140597,0.71
NL22-2009,0.115449114,0.31,0.24902363,0.63
NL22-2010,0.114662692,0.29,0.20264395,0.41
NL22-2011,0.120903607,0.46,0.256184361,0.66
NL22-2012,0.109753792,0.17,0.240142873,0.60
NL22-2013,0.105149126,0.11,0.244644064,0.62
NL22-2014,0.114700079,0.29,0.245887215,0.62
NL22-2015,0.119127771,0.41,0.279537785,0.73
NL23-1986,0.121223182,0.46,0.356998858,0.90
NL23-1987,0.112189446,0.22,0.292010731,0.76
NL23-1988,0.109555927,0.17,0.361828097,0.91
NL23-1989,0.12266613,0.49,0.306091895,0.80
NL23-1990,0.120534773,0.45,0.364654909,0.91
NL23-1991,0.120786404,0.45,0.306378196,0.80
NL23-1992,0.120998699,0.46,0.330290187,0.86
NL23-1993,0.108959703,0.16,0.317171119,0.83
NL23-1994,0.113152559,0.25,0.332836986,0.86
NL23-1995,0.123576354,0.51,0.335063927,0.86
NL23-1996,0.115368545,0.30,0.305875,0.80
NL23-1997,0.116736629,0.34,0.300154795,0.78
NL23-1998,0.103230357,0.09,0.356139726,0.90
NL23-1999,0.120795974,0.45,0.344557306,0.88
NL23-2000,0.11110278,0.20,0.357103825,0.90
NL23-2001,0.11503304,0.30,0.308643493,0.81
NL23-2002,0.116344503,0.33,0.3148,0.82
NL23-2003,0.132774525,0.64,0.265179452,0.68
NL23-2004,0.118167198,0.38,0.314049294,0.82
NL23-2005,0.12061109,0.45,0.299072489,0.78
NL23-2006,0.112538152,0.23,0.313285388,0.82
NL23-2007,0.116638902,0.34,0.332966895,0.86
NL23-2008,0.114771627,0.29,0.332122154,0.86
NL23-2009,0.117577537,0.37,0.300260845,0.78
NL23-2010,0.117419642,0.36,0.251271575,0.64
NL23-2011,0.120238292,0.44,0.307690753,0.80
NL23-2012,0.110116532,0.18,0.286225751,0.74
NL23-2013,0.109440189,0.17,0.296803539,0.77
NL23-2014,0.117971591,0.38,0.290831963,0.76
NL23-2015,0.121493055,0.47,0.328194406,0.85
NL31-1986,0.122130429,0.48,0.353362443,0.90
NL31-1987,0.111865409,0.22,0.274956279,0.71
NL31-1988,0.108286737,0.15,0.340816257,0.87
NL31-1989,0.121463731,0.47,0.288497374,0.75
NL31-1990,0.117604583,0.37,0.355273402,0.90
NL31-1991,0.11870941,0.40,0.291976712,0.76
NL31-1992,0.118508427,0.39,0.324555214,0.84
NL31-1993,0.110241382,0.18,0.30703847,0.80
NL31-1994,0.112953022,0.24,0.328069863,0.85
NL31-1995,0.123088534,0.50,0.319321461,0.83
NL31-1996,0.113571686,0.26,0.292034495,0.76
NL31-1997,0.117926663,0.37,0.289257991,0.75
NL31-1998,0.103599095,0.09,0.344770548,0.88
NL31-1999,0.116892413,0.35,0.341125114,0.88
NL31-2000,0.109527176,0.17,0.351491803,0.89
NL31-2001,0.112468635,0.23,0.297513356,0.78
NL31-2002,0.116647619,0.34,0.309977169,0.81
NL31-2003,0.13267834,0.64,0.255861644,0.66
NL31-2004,0.116503939,0.34,0.298373065,0.78
NL31-2005,0.120057836,0.44,0.275117466,0.71
NL31-2006,0.113588244,0.26,0.305803767,0.80
NL31-2007,0.114674659,0.29,0.315826027,0.82
NL31-2008,0.114432056,0.28,0.323236339,0.84
NL31-2009,0.118098889,0.38,0.286376712,0.74
NL31-2010,0.116762477,0.34,0.230850799,0.55
NL31-2011,0.121954715,0.48,0.296666667,0.77
NL31-2012,0.109181611,0.17,0.277092668,0.72
NL31-2013,0.107320008,0.14,0.286885731,0.74
NL31-2014,0.117201078,0.35,0.284096119,0.74
NL31-2015,0.121488421,0.47,0.321801256,0.84
NL32-1986,0.124121421,0.52,0.410357306,0.96
NL32-1987,0.114300678,0.28,0.332560046,0.86
NL32-1988,0.110857465,0.20,0.411741803,0.96
NL32-1989,0.123681951,0.52,0.359092123,0.90
NL32-1990,0.120356068,0.44,0.408700342,0.96
NL32-1991,0.120655461,0.45,0.354910388,0.90
NL32-1992,0.122999995,0.50,0.3778125,0.93
NL32-1993,0.113809647,0.26,0.36625137,0.91
NL32-1994,0.11464528,0.29,0.381295091,0.93
NL32-1995,0.126669459,0.57,0.385803995,0.94
NL32-1996,0.117872684,0.37,0.363660633,0.91
NL32-1997,0.118627623,0.39,0.347544521,0.89
NL32-1998,0.105765251,0.12,0.408672717,0.96
NL32-1999,0.121502886,0.47,0.395957877,0.95
NL32-2000,0.111152646,0.20,0.406158925,0.96
NL32-2001,0.118256691,0.38,0.363117237,0.91
NL32-2002,0.118988845,0.40,0.365135274,0.91
NL32-2003,0.134013409,0.65,0.315761301,0.82
NL32-2004,0.117211058,0.36,0.36028939,0.91
NL32-2005,0.121061296,0.46,0.354978767,0.90
NL32-2006,0.11621911,0.33,0.364849772,0.91
NL32-2007,0.119833425,0.43,0.384590753,0.93
NL32-2008,0.118612637,0.39,0.393914731,0.94
NL32-2009,0.12225945,0.48,0.352097032,0.89
NL32-2010,0.119204922,0.41,0.300577169,0.79
NL32-2011,0.122698146,0.50,0.360218493,0.91
NL32-2012,0.112103019,0.22,0.33990699,0.87
NL32-2013,0.114169297,0.27,0.356427511,0.90
NL32-2014,0.119335716,0.41,0.347458105,0.88
NL32-2015,0.123843296,0.52,0.380210388,0.93
NL33-1986,0.125098691,0.54,0.420483904,0.97
NL33-1987,0.113933857,0.27,0.338726484,0.87
NL33-1988,0.111285079,0.21,0.413416894,0.96
NL33-1989,0.124811766,0.54,0.352726256,0.89
NL33-1990,0.122724516,0.50,0.418957534,0.97
NL33-1991,0.122783188,0.50,0.354387785,0.90
NL33-1992,0.121825666,0.48,0.392488502,0.94
NL33-1993,0.114950524,0.29,0.373574772,0.92
NL33-1994,0.116369686,0.33,0.393155365,0.94
NL33-1995,0.12703524,0.57,0.3925621,0.94
NL33-1996,0.118779942,0.40,0.361137523,0.91
NL33-1997,0.120450358,0.44,0.353821233,0.90
NL33-1998,0.10795047,0.15,0.418931279,0.97
NL33-1999,0.120532025,0.45,0.411310502,0.96
NL33-2000,0.112175011,0.22,0.423318192,0.97
NL33-2001,0.116428854,0.33,0.374775799,0.92
NL33-2002,0.119663102,0.42,0.373525913,0.92
NL33-2003,0.134803155,0.65,0.319713584,0.84
NL33-2004,0.119730526,0.42,0.36259005,0.91
NL33-2005,0.121042153,0.46,0.347326941,0.88
NL33-2006,0.118132879,0.38,0.377239612,0.93
NL33-2007,0.117694242,0.37,0.38591153,0.94
NL33-2008,0.116829281,0.34,0.395388775,0.94
NL33-2009,0.122266922,0.48,0.353882877,0.90
NL33-2010,0.119410658,0.42,0.300313014,0.78
NL33-2011,0.124836959,0.54,0.365939155,0.91
NL33-2012,0.113086957,0.25,0.348474954,0.89
NL33-2013,0.111409196,0.21,0.359959589,0.91
NL33-2014,0.119829008,0.43,0.349565639,0.89
NL33-2015,0.124770209,0.54,0.390398174,0.94
NL34-1986,0.125445634,0.55,0.425307192,0.97
NL34-1987,0.114393298,0.28,0.34013105,0.87
NL34-1988,0.112499946,0.23,0.412376025,0.96
NL34-1989,0.127284521,0.58,0.346502055,0.88
NL34-1990,0.126522179,0.57,0.421713014,0.97
NL34-1991,0.127416834,0.58,0.353940411,0.90
NL34-1992,0.123234942,0.51,0.397662796,0.95
NL34-1993,0.118223048,0.38,0.380390868,0.93
NL34-1994,0.119213659,0.41,0.397428311,0.95
NL34-1995,0.128125818,0.59,0.396742123,0.95
NL34-1996,0.121891855,0.48,0.362573315,0.91
NL34-1997,0.124311683,0.53,0.355764269,0.90
NL34-1998,0.109553799,0.17,0.421909932,0.97
NL34-1999,0.124534398,0.53,0.415910388,0.96
NL34-2000,0.114551474,0.28,0.426434312,0.97
NL34-2001,0.118299329,0.38,0.382181621,0.93
NL34-2002,0.11995011,0.43,0.381971233,0.93
NL34-2003,0.135652489,0.66,0.324131621,0.84
NL34-2004,0.122873715,0.50,0.366400842,0.91
NL34-2005,0.123287314,0.51,0.34885742,0.89
NL34-2006,0.121348849,0.47,0.383005708,0.93
NL34-2007,0.119390557,0.42,0.391050571,0.94
NL34-2008,0.118505028,0.39,0.393284836,0.94
NL34-2009,0.125848737,0.56,0.357179909,0.90
NL34-2010,0.122695106,0.49,0.312679795,0.81
NL34-2011,0.128568759,0.59,0.368481963,0.92
NL34-2012,0.118042064,0.38,0.352919285,0.89
NL34-2013,0.114337452,0.28,0.365098288,0.91
NL34-2014,0.124140247,0.52,0.350668379,0.89
NL34-2015,0.128345793,0.59,0.394524658,0.94
NL41-1986,0.122843138,0.50,0.336178196,0.87
NL41-1987,0.110628842,0.19,0.266707306,0.69
NL41-1988,0.109508193,0.17,0.324354053,0.84
NL41-1989,0.123971965,0.52,0.267669749,0.69
NL41-1990,0.120373845,0.44,0.338544863,0.87
NL41-1991,0.120603405,0.45,0.275034475,0.71
NL41-1992,0.118420279,0.39,0.308874545,0.81
NL41-1993,0.113658434,0.26,0.29994121,0.78
NL41-1994,0.114836385,0.29,0.316261301,0.82
NL41-1995,0.122659344,0.49,0.310715183,0.81
NL41-1996,0.114475727,0.28,0.273763434,0.71
NL41-1997,0.119868655,0.43,0.274373973,0.71
NL41-1998,0.104587329,0.10,0.327804338,0.85
NL41-1999,0.119805694,0.43,0.324639726,0.85
NL41-2000,0.111370329,0.21,0.329737705,0.85
NL41-2001,0.113917312,0.27,0.288927283,0.75
NL41-2002,0.114742721,0.29,0.299782192,0.78
NL41-2003,0.13467932,0.65,0.245343037,0.62
NL41-2004,0.117217284,0.36,0.287921903,0.75
NL41-2005,0.119956781,0.43,0.264609703,0.68
NL41-2006,0.11518807,0.30,0.294340525,0.77
NL41-2007,0.115348201,0.30,0.308220434,0.80
NL41-2008,0.112264885,0.23,0.298243056,0.78
NL41-2009,0.117785837,0.37,0.274603539,0.71
NL41-2010,0.11546491,0.31,0.234587215,0.57
NL41-2011,0.123564675,0.51,0.280123174,0.73
NL41-2012,0.112338891,0.23,0.264478028,0.68
NL41-2013,0.107575154,0.15,0.276126484,0.71
NL41-2014,0.117495233,0.36,0.26390137,0.68
NL41-2015,0.122614297,0.49,0.307206279,0.80
NL42-1986,0.12326332,0.51,0.234732648,0.58
NL42-1987,0.111635138,0.21,0.185373973,0.33
NL42-1988,0.111388963,0.21,0.228681694,0.55
NL42-1989,0.124773001,0.54,0.187901598,0.34
NL42-1990,0.121881175,0.48,0.244977854,0.62
NL42-1991,0.123257341,0.51,0.19073379,0.35
NL42-1992,0.119938583,0.43,0.214637523,0.48
NL42-1993,0.116643551,0.34,0.215781507,0.48
NL42-1994,0.116515886,0.34,0.236918265,0.59
NL42-1995,0.121337417,0.47,0.218794635,0.50
NL42-1996,0.115534898,0.31,0.177611111,0.28
NL42-1997,0.121629268,0.47,0.194311644,0.37
NL42-1998,0.104834259,0.11,0.241821005,0.61
NL42-1999,0.122162385,0.48,0.234226142,0.57
NL42-2000,0.113254636,0.25,0.238952755,0.60
NL42-2001,0.116379394,0.33,0.198486073,0.39
NL42-2002,0.114792663,0.29,0.218439041,0.50
NL42-2003,0.138913974,0.69,0.169231279,0.24
NL42-2004,0.120002071,0.43,0.204810906,0.42
NL42-2005,0.120542459,0.45,0.17847089,0.29
NL42-2006,0.116900102,0.35,0.206311301,0.43
NL42-2007,0.117381574,0.36,0.218131393,0.50
NL42-2008,0.114750375,0.29,0.210316712,0.45
NL42-2009,0.119199553,0.41,0.191541895,0.36
NL42-2010,0.116748298,0.34,0.156882078,0.19
NL42-2011,0.126988224,0.57,0.196953311,0.39
NL42-2012,0.114741538,0.29,0.192971539,0.36
NL42-2013,0.108368382,0.15,0.185894635,0.33
NL42-2014,0.120994078,0.46,0.196699429,0.38
NL42-2015,0.124891991,0.54,0.220437215,0.51
NO01-1986,0.104957983,0.11,0.444700342,0.99
NO01-1987,0.09922133,0.05,0.400065068,0.95
NO01-1988,0.09917709,0.05,0.446577413,0.99
NO01-1989,0.104954178,0.11,0.459225913,0.99
NO01-1990,0.102730403,0.08,0.486545548,1.00
NO01-1991,0.104234426,0.10,0.444899201,0.99
NO01-1992,0.104465766,0.10,0.426661999,0.97
NO01-1993,0.105960499,0.12,0.454862671,0.99
NO01-1994,0.110214798,0.18,0.463588927,0.99
NO01-1995,0.101072797,0.07,0.437348973,0.98
NO01-1996,0.103433837,0.09,0.431420765,0.98
NO01-1997,0.115295443,0.30,0.440459132,0.98
NO01-1998,0.091123693,0.01,0.451760388,0.99
NO01-1999,0.099640543,0.05,0.407665297,0.96
NO01-2000,0.094821984,0.03,0.474419171,1.00
NO01-2001,0.100720793,0.06,0.353045434,0.89
NO01-2002,0.103426475,0.09,0.401277626,0.95
NO01-2003,0.107000236,0.14,0.36768653,0.92
NO01-2004,0.102844462,0.08,0.393973588,0.94
NO01-2005,0.101866857,0.07,0.417916553,0.97
NO01-2006,0.102341392,0.08,0.400779338,0.95
