year_region,CF_PV,perc_PV,CF_WT,perc_WT
DE14-1999,0.120807898,0.45,0.176543265,0.28
DE14-2000,0.124495412,0.53,0.162939321,0.21
DE14-2001,0.125425282,0.55,0.17297363,0.26
DE14-2002,0.12654238,0.57,0.17312911,0.26
DE14-2003,0.141455823,0.71,0.140645548,0.12
DE14-2004,0.125012264,0.54,0.158952072,0.19
DE14-2005,0.123023329,0.50,0.134249543,0.09
DE14-2006,0.127326901,0.58,0.166175,0.23
DE14-2007,0.132325678,0.63,0.190156735,0.35
DE14-2008,0.126134186,0.56,0.164030624,0.21
DE14-2009,0.124537803,0.53,0.143233904,0.13
DE14-2010,0.120999944,0.46,0.143595434,0.13
DE14-2011,0.140084045,0.70,0.13283242,0.08
DE14-2012,0.132216366,0.63,0.156932946,0.19
DE14-2013,0.113163926,0.25,0.133207306,0.09
DE14-2014,0.126760947,0.57,0.128070776,0.07
DE14-2015,0.134441508,0.65,0.148338584,0.15
DE21-1986,0.128662255,0.60,0.162689041,0.21
DE21-1987,0.116859567,0.34,0.15214395,0.17
DE21-1988,0.122684543,0.49,0.183599271,0.31
DE21-1989,0.127928163,0.59,0.137748516,0.11
DE21-1990,0.133890788,0.65,0.162130251,0.21
DE21-1991,0.128905308,0.60,0.137408447,0.10
DE21-1992,0.128010894,0.59,0.164960724,0.22
DE21-1993,0.121807888,0.48,0.174644749,0.27
DE21-1994,0.1247224,0.54,0.184773516,0.32
DE21-1995,0.115655282,0.31,0.183812329,0.31
DE21-1996,0.117806825,0.37,0.116143215,0.04
DE21-1997,0.130537095,0.61,0.152383676,0.17
DE21-1998,0.122085355,0.48,0.184795662,0.32
DE21-1999,0.122040179,0.48,0.166628539,0.23
DE21-2000,0.126047324,0.56,0.155110314,0.18
DE21-2001,0.122071317,0.48,0.1590871,0.19
DE21-2002,0.127186041,0.58,0.173727968,0.26
DE21-2003,0.140612553,0.70,0.136609361,0.10
DE21-2004,0.123816459,0.52,0.155574226,0.18
DE21-2005,0.123829229,0.52,0.13814395,0.11
DE21-2006,0.130154127,0.61,0.15318105,0.17
DE21-2007,0.133067023,0.64,0.194524658,0.37
DE21-2008,0.128348594,0.59,0.153204463,0.17
DE21-2009,0.124270132,0.53,0.143557078,0.13
DE21-2010,0.119210557,0.41,0.14360274,0.13
DE21-2011,0.140993469,0.70,0.138261872,0.11
DE21-2012,0.128130619,0.59,0.144321038,0.14
DE21-2013,0.112437264,0.23,0.123324429,0.05
DE21-2014,0.124013307,0.52,0.111056849,0.03
DE21-2015,0.13165821,0.63,0.140287443,0.12
DE22-1986,0.128784132,0.60,0.151964954,0.16
DE22-1987,0.116978885,0.35,0.136957192,0.10
DE22-1988,0.122346046,0.49,0.163899135,0.21
DE22-1989,0.122561702,0.49,0.126609018,0.07
DE22-1990,0.131408089,0.62,0.1436621,0.13
DE22-1991,0.130046592,0.61,0.132043607,0.08
DE22-1992,0.12816163,0.59,0.148994763,0.15
DE22-1993,0.125685655,0.55,0.167787671,0.24
DE22-1994,0.127413901,0.58,0.16647363,0.23
DE22-1995,0.115286878,0.30,0.164622945,0.22
DE22-1996,0.117519392,0.36,0.116508652,0.04
DE22-1997,0.13167047,0.63,0.137916553,0.11
DE22-1998,0.120950678,0.46,0.161385845,0.20
DE22-1999,0.121743056,0.47,0.141299658,0.12
DE22-2000,0.125258909,0.55,0.135942281,0.10
DE22-2001,0.120902046,0.46,0.131415297,0.08
DE22-2002,0.126071595,0.56,0.160948402,0.20
DE22-2003,0.140820135,0.70,0.123960274,0.06
DE22-2004,0.123599735,0.51,0.141291439,0.12
DE22-2005,0.123650174,0.51,0.12583847,0.06
DE22-2006,0.12771784,0.58,0.130402511,0.08
DE22-2007,0.133282592,0.64,0.176505137,0.27
DE22-2008,0.125624351,0.55,0.135323315,0.09
DE22-2009,0.124568878,0.53,0.122122374,0.05
DE22-2010,0.121162965,0.46,0.123669521,0.06
DE22-2011,0.137118092,0.67,0.126385274,0.06
DE22-2012,0.128228893,0.59,0.126591644,0.06
DE22-2013,0.113049021,0.24,0.109709132,0.03
DE22-2014,0.125658474,0.55,0.098620662,0.01
DE22-2015,0.128666063,0.60,0.123725913,0.06
DE23-1986,0.125737341,0.55,0.157378196,0.19
DE23-1987,0.115139154,0.30,0.138445205,0.11
DE23-1988,0.116183208,0.33,0.16814071,0.24
DE23-1989,0.118946034,0.40,0.126604338,0.07
DE23-1990,0.126949128,0.57,0.153610388,0.17
DE23-1991,0.128482308,0.59,0.142145548,0.13
DE23-1992,0.122952209,0.50,0.15079918,0.16
DE23-1993,0.122248922,0.48,0.170865297,0.25
DE23-1994,0.124072888,0.52,0.173508562,0.26
DE23-1995,0.110769984,0.19,0.169818721,0.24
DE23-1996,0.113481499,0.25,0.121426343,0.05
DE23-1997,0.127983696,0.59,0.138154338,0.11
DE23-1998,0.112938534,0.24,0.16794726,0.24
DE23-1999,0.117375037,0.36,0.154535845,0.18
DE23-2000,0.119258191,0.41,0.140399362,0.12
DE23-2001,0.116332789,0.33,0.141431507,0.12
DE23-2002,0.118601594,0.39,0.167408219,0.23
DE23-2003,0.139080864,0.69,0.128396575,0.07
DE23-2004,0.120121835,0.44,0.147881831,0.15
DE23-2005,0.118753664,0.40,0.128229452,0.07
DE23-2006,0.124029554,0.52,0.139704338,0.12
DE23-2007,0.126765341,0.57,0.18234726,0.31
DE23-2008,0.11916761,0.41,0.145786202,0.14
DE23-2009,0.119520535,0.42,0.129246461,0.07
DE23-2010,0.116781987,0.34,0.127948973,0.07
DE23-2011,0.132019226,0.63,0.131372374,0.08
DE23-2012,0.124790668,0.54,0.135038934,0.09
DE23-2013,0.107154576,0.14,0.118852968,0.04
DE23-2014,0.120920115,0.46,0.106707306,0.02
DE23-2015,0.123685311,0.52,0.131186758,0.08
DE24-1986,0.119965296,0.43,0.163693836,0.21
DE24-1987,0.109050445,0.16,0.134958219,0.09
DE24-1988,0.111422345,0.21,0.169997154,0.25
DE24-1989,0.117962699,0.38,0.133392352,0.09
DE24-1990,0.120371701,0.44,0.165359132,0.22
DE24-1991,0.126292661,0.56,0.141090183,0.12
DE24-1992,0.11909528,0.41,0.153907332,0.18
DE24-1993,0.119847546,0.43,0.173368721,0.26
DE24-1994,0.119029029,0.41,0.177591895,0.28
DE24-1995,0.106943486,0.14,0.168069406,0.24
DE24-1996,0.109490044,0.17,0.124349158,0.06
DE24-1997,0.122789015,0.50,0.135957763,0.10
DE24-1998,0.106003127,0.12,0.172850342,0.26
DE24-1999,0.114327211,0.28,0.161500114,0.20
DE24-2000,0.115739176,0.32,0.151905624,0.16
DE24-2001,0.11174578,0.22,0.140959589,0.12
DE24-2002,0.114417605,0.28,0.163945662,0.21
DE24-2003,0.136416848,0.67,0.125175342,0.06
DE24-2004,0.117329596,0.36,0.149406421,0.15
DE24-2005,0.117438829,0.36,0.132688927,0.08
DE24-2006,0.11963371,0.42,0.139105137,0.11
DE24-2007,0.120712196,0.45,0.176020776,0.27
DE24-2008,0.113576512,0.26,0.151372609,0.16
DE24-2009,0.115691511,0.31,0.129204795,0.07
DE24-2010,0.114829143,0.29,0.123748858,0.06
DE24-2011,0.130797193,0.62,0.13873653,0.11
DE24-2012,0.121804199,0.48,0.1403676,0.12
DE24-2013,0.102700349,0.08,0.12605879,0.06
DE24-2014,0.116925372,0.35,0.119480365,0.04
DE24-2015,0.121206453,0.46,0.1444,0.14
DE25-1986,0.124482666,0.53,0.17305468,0.26
DE25-1987,0.114168092,0.27,0.155521918,0.18
DE25-1988,0.116935221,0.35,0.189651867,0.35
DE25-1989,0.121129216,0.46,0.13982968,0.12
DE25-1990,0.128001172,0.59,0.172648973,0.26
DE25-1991,0.13145374,0.62,0.154104909,0.18
DE25-1992,0.121971454,0.48,0.168416781,0.24
DE25-1993,0.121742345,0.47,0.185241553,0.32
DE25-1994,0.125093731,0.54,0.194427283,0.37
DE25-1995,0.111876798,0.22,0.187464155,0.33
DE25-1996,0.11613125,0.32,0.130635018,0.08
DE25-1997,0.128794822,0.60,0.151301941,0.16
DE25-1998,0.114559548,0.28,0.189331849,0.34
DE25-1999,0.120540946,0.45,0.176990639,0.28
DE25-2000,0.119870549,0.43,0.161045537,0.20
DE25-2001,0.119701546,0.42,0.16425274,0.22
DE25-2002,0.120260773,0.44,0.184125457,0.32
DE25-2003,0.139887808,0.69,0.141494178,0.12
DE25-2004,0.123747227,0.52,0.166194444,0.23
DE25-2005,0.118742152,0.40,0.141623858,0.12
DE25-2006,0.123759799,0.52,0.160684932,0.20
DE25-2007,0.128063271,0.59,0.20255,0.41
DE25-2008,0.12249449,0.49,0.165905738,0.23
DE25-2009,0.119156775,0.41,0.146030251,0.14
DE25-2010,0.117070687,0.35,0.139975571,0.12
DE25-2011,0.13460888,0.65,0.150301027,0.16
DE25-2012,0.125146247,0.54,0.153141393,0.17
DE25-2013,0.106379341,0.13,0.135564498,0.10
DE25-2014,0.122034792,0.48,0.12410879,0.06
DE25-2015,0.126486624,0.56,0.150263014,0.16
DE26-1986,0.120926739,0.46,0.156709703,0.19
DE26-1987,0.113326224,0.25,0.134026826,0.09
DE26-1988,0.114306436,0.28,0.168615096,0.24
DE26-1989,0.119065386,0.41,0.123792123,0.06
DE26-1990,0.123286235,0.51,0.155756849,0.18
DE26-1991,0.130956784,0.62,0.136318037,0.10
DE26-1992,0.122151418,0.48,0.144830829,0.14
DE26-1993,0.122659072,0.49,0.165050114,0.22
DE26-1994,0.122945114,0.50,0.174953767,0.27
DE26-1995,0.112543105,0.23,0.163209932,0.21
DE26-1996,0.116281463,0.33,0.116148793,0.04
DE26-1997,0.126828445,0.57,0.130676256,0.08
DE26-1998,0.111875134,0.22,0.16776895,0.24
DE26-1999,0.119822838,0.43,0.160631849,0.20
DE26-2000,0.117911496,0.37,0.146656193,0.14
DE26-2001,0.117770332,0.37,0.143627511,0.13
DE26-2002,0.119357317,0.42,0.162167808,0.21
DE26-2003,0.142279213,0.71,0.120202968,0.05
DE26-2004,0.123831095,0.52,0.147457195,0.15
DE26-2005,0.119806284,0.43,0.124926826,0.06
DE26-2006,0.122538015,0.49,0.139685046,0.12
DE26-2007,0.124152413,0.52,0.176413813,0.27
DE26-2008,0.117225508,0.36,0.148127277,0.15
DE26-2009,0.118822417,0.40,0.128713242,0.07
DE26-2010,0.118613662,0.39,0.123278881,0.05
DE26-2011,0.134995993,0.65,0.134535046,0.09
DE26-2012,0.126116355,0.56,0.137952641,0.11
DE26-2013,0.107692889,0.15,0.125524315,0.06
DE26-2014,0.119797216,0.43,0.116060046,0.04
DE26-2015,0.125385515,0.55,0.138617808,0.11
DE27-1986,0.12722788,0.58,0.165317694,0.22
DE27-1987,0.116382592,0.33,0.146049543,0.14
DE27-1988,0.121530669,0.47,0.174377049,0.27
DE27-1989,0.129481801,0.60,0.129790639,0.08
DE27-1990,0.132071475,0.63,0.161906393,0.20
DE27-1991,0.12756587,0.58,0.128608105,0.07
DE27-1992,0.125950282,0.56,0.159257741,0.20
DE27-1993,0.120617983,0.45,0.163279224,0.21
DE27-1994,0.122607942,0.49,0.180780023,0.30
DE27-1995,0.114738154,0.29,0.177701256,0.28
DE27-1996,0.118674915,0.40,0.113624317,0.03
DE27-1997,0.131445598,0.62,0.142671918,0.13
DE27-1998,0.121447879,0.47,0.180984361,0.30
DE27-1999,0.120470669,0.45,0.168380708,0.24
DE27-2000,0.124037074,0.52,0.151854622,0.16
DE27-2001,0.123702686,0.52,0.161613813,0.20
DE27-2002,0.125632171,0.55,0.165014155,0.22
DE27-2003,0.141109543,0.70,0.13057226,0.08
DE27-2004,0.124602386,0.53,0.151985997,0.16
DE27-2005,0.122528584,0.49,0.128461644,0.07
DE27-2006,0.127259826,0.58,0.156331393,0.19
DE27-2007,0.131416757,0.62,0.185082078,0.32
DE27-2008,0.125715553,0.55,0.153007172,0.17
DE27-2009,0.123874298,0.52,0.136153767,0.10
DE27-2010,0.118809026,0.40,0.136140753,0.10
DE27-2011,0.140328384,0.70,0.127921005,0.07
DE27-2012,0.128899734,0.60,0.144114526,0.13
DE27-2013,0.110787083,0.19,0.122148059,0.05
DE27-2014,0.123735482,0.52,0.114796461,0.03
DE27-2015,0.131552628,0.63,0.140581849,0.12
DE30-1986,0.117463051,0.36,0.169961416,0.25
DE30-1987,0.111409745,0.21,0.141732648,0.12
DE30-1988,0.112238018,0.23,0.176636612,0.28
DE30-1989,0.122623321,0.49,0.152690868,0.17
DE30-1990,0.118637191,0.39,0.191548059,0.36
DE30-1991,0.123729229,0.52,0.147590411,0.15
DE30-1992,0.124448604,0.53,0.175233607,0.27
DE30-1993,0.114502949,0.28,0.180936758,0.30
DE30-1994,0.116995623,0.35,0.194711073,0.38
DE30-1995,0.118462505,0.39,0.172713813,0.26
DE30-1996,0.11175407,0.22,0.125738616,0.06
DE30-1997,0.123369056,0.51,0.15391153,0.18
DE30-1998,0.108826191,0.16,0.185904909,0.33
DE30-1999,0.120629338,0.45,0.158366667,0.19
DE30-2000,0.115977933,0.32,0.165150615,0.22
DE30-2001,0.108383293,0.15,0.144177169,0.13
DE30-2002,0.115211321,0.30,0.167611644,0.23
DE30-2003,0.131512476,0.62,0.132481279,0.08
DE30-2004,0.115012165,0.29,0.157480077,0.19
DE30-2005,0.12057714,0.45,0.141380594,0.12
DE30-2006,0.11911635,0.41,0.133828881,0.09
DE30-2007,0.118381772,0.39,0.178488356,0.29
DE30-2008,0.112023332,0.22,0.166756717,0.23
DE30-2009,0.119465088,0.42,0.136563699,0.10
DE30-2010,0.112264231,0.23,0.133618607,0.09
DE30-2011,0.129478787,0.60,0.166151027,0.23
DE30-2012,0.119982224,0.43,0.149099158,0.15
DE30-2013,0.105530064,0.12,0.136516667,0.10
DE30-2014,0.119430425,0.42,0.138030936,0.11
DE30-2015,0.125148901,0.54,0.171940297,0.25
DE40-1986,0.118464144,0.39,0.215286644,0.48
DE40-1987,0.110384019,0.19,0.183508562,0.31
DE40-1988,0.113122769,0.25,0.225786658,0.53
DE40-1989,0.122817134,0.50,0.19612911,0.38
DE40-1990,0.119732557,0.42,0.239304909,0.60
DE40-1991,0.123269643,0.51,0.18818379,0.34
DE40-1992,0.125679627,0.55,0.220533584,0.51
DE40-1993,0.115255082,0.30,0.223144064,0.52
DE40-1994,0.117441618,0.36,0.24049589,0.60
DE40-1995,0.118764161,0.40,0.218232192,0.50
DE40-1996,0.111575281,0.21,0.160750228,0.20
DE40-1997,0.124043929,0.52,0.193876941,0.37
DE40-1998,0.109465868,0.17,0.233855023,0.57
DE40-1999,0.120240034,0.44,0.199985046,0.40
DE40-2000,0.11671189,0.34,0.208997837,0.45
DE40-2001,0.109196393,0.17,0.183233676,0.31
DE40-2002,0.114760362,0.29,0.207586644,0.44
DE40-2003,0.130886039,0.62,0.170028995,0.25
DE40-2004,0.116487439,0.34,0.199421562,0.40
DE40-2005,0.120644058,0.45,0.179722831,0.29
DE40-2006,0.118409841,0.39,0.174116438,0.26
DE40-2007,0.118735369,0.40,0.225296804,0.53
DE40-2008,0.112712843,0.24,0.210769581,0.46
DE40-2009,0.118402095,0.39,0.176221119,0.27
DE40-2010,0.114388729,0.28,0.172817466,0.26
DE40-2011,0.1299699,0.61,0.21030605,0.45
DE40-2012,0.119149697,0.41,0.19292327,0.36
DE40-2013,0.104419224,0.10,0.175936872,0.27
DE40-2014,0.11988876,0.43,0.177762443,0.28
DE40-2015,0.124706974,0.54,0.216909247,0.49
DE50-1986,0.113448757,0.25,0.310792009,0.81
DE50-1987,0.104373216,0.10,0.271038927,0.70
DE50-1988,0.104725367,0.10,0.338128188,0.87
DE50-1989,0.115768943,0.32,0.294713356,0.77
DE50-1990,0.1133617,0.25,0.348680936,0.89
DE50-1991,0.118472563,0.39,0.281871575,0.73
DE50-1992,0.114505178,0.28,0.313712887,0.82
DE50-1993,0.105921656,0.12,0.294566096,0.77
DE50-1994,0.112585146,0.24,0.322032192,0.84
DE50-1995,0.117297304,0.36,0.307442808,0.80
DE50-1996,0.109814293,0.18,0.260909836,0.67
DE50-1997,0.117169138,0.35,0.270405594,0.70
DE50-1998,0.100582636,0.06,0.332877968,0.86
DE50-1999,0.11598638,0.32,0.305846347,0.80
DE50-2000,0.108143809,0.15,0.326447632,0.85
DE50-2001,0.107315863,0.14,0.26909532,0.69
DE50-2002,0.111431745,0.21,0.289406279,0.75
DE50-2003,0.125309297,0.55,0.245424429,0.62
DE50-2004,0.113500754,0.25,0.289745902,0.75
DE50-2005,0.113418743,0.25,0.274030936,0.71
DE50-2006,0.108537459,0.16,0.280937557,0.73
DE50-2007,0.110793041,0.19,0.31906016,0.83
DE50-2008,0.109549392,0.17,0.313493511,0.82
DE50-2009,0.115952007,0.32,0.273778767,0.71
DE50-2010,0.11220687,0.22,0.246277968,0.62
DE50-2011,0.117039378,0.35,0.307802283,0.80
DE50-2012,0.10789642,0.15,0.288204577,0.75
DE50-2013,0.10438453,0.10,0.269909475,0.70
DE50-2014,0.116484218,0.33,0.28302637,0.73
DE50-2015,0.115405005,0.31,0.314229566,0.82
DE60-1986,0.110252344,0.18,0.235726142,0.58
DE60-1987,0.10452651,0.10,0.208597831,0.44
DE60-1988,0.102259556,0.08,0.258669968,0.67
DE60-1989,0.115249661,0.30,0.224135046,0.52
DE60-1990,0.108218982,0.15,0.270526256,0.70
DE60-1991,0.115236781,0.30,0.22104532,0.51
DE60-1992,0.1163017,0.33,0.243946038,0.61
DE60-1993,0.106888287,0.13,0.238590982,0.59
DE60-1994,0.111342118,0.21,0.261689726,0.67
DE60-1995,0.113432969,0.25,0.240700913,0.60
DE60-1996,0.108880452,0.16,0.199390824,0.40
DE60-1997,0.113828274,0.26,0.211979566,0.46
DE60-1998,0.097466208,0.04,0.249505479,0.63
DE60-1999,0.116384081,0.33,0.21925879,0.50
DE60-2000,0.105090315,0.11,0.240155396,0.60
DE60-2001,0.106239282,0.13,0.195742466,0.38
DE60-2002,0.106961091,0.14,0.227831849,0.54
DE60-2003,0.125354736,0.55,0.180876826,0.30
DE60-2004,0.110730161,0.19,0.212146972,0.46
DE60-2005,0.114312667,0.28,0.200521119,0.40
DE60-2006,0.107161571,0.14,0.198001712,0.39
DE60-2007,0.109735878,0.17,0.247622831,0.63
DE60-2008,0.109969581,0.18,0.233586066,0.57
DE60-2009,0.114081889,0.27,0.197466096,0.39
DE60-2010,0.109627047,0.17,0.191183333,0.35
DE60-2011,0.114427565,0.28,0.234712785,0.58
DE60-2012,0.105484049,0.12,0.213483265,0.47
DE60-2013,0.103469454,0.09,0.205644863,0.43
DE60-2014,0.115662526,0.31,0.2098879,0.45
DE60-2015,0.112730913,0.24,0.240435616,0.60
DE71-1986,0.12201929,0.48,0.126245662,0.06
DE71-1987,0.113665821,0.26,0.101359817,0.01
DE71-1988,0.113032558,0.24,0.131822974,0.08
DE71-1989,0.121216471,0.46,0.095067808,0.01
DE71-1990,0.123373129,0.51,0.124623059,0.06
DE71-1991,0.130304297,0.61,0.104570662,0.02
DE71-1992,0.123141348,0.51,0.110193306,0.03
DE71-1993,0.120137001,0.44,0.128142466,0.07
DE71-1994,0.120160777,0.44,0.136538242,0.10
DE71-1995,0.114760903,0.29,0.126490868,0.06
DE71-1996,0.117342607,0.36,0.090387523,0.00
DE71-1997,0.12649889,0.57,0.10194726,0.01
DE71-1998,0.110942156,0.20,0.131794178,0.08
DE71-1999,0.122673654,0.49,0.126116096,0.06
DE71-2000,0.116273704,0.33,0.115853711,0.04
DE71-2001,0.117537471,0.36,0.10880468,0.02
DE71-2002,0.117602953,0.37,0.127420548,0.07
DE71-2003,0.143619519,0.72,0.090911416,0.00
DE71-2004,0.122597664,0.49,0.113629781,0.03
DE71-2005,0.124601365,0.53,0.094355936,0.01
DE71-2006,0.122671221,0.49,0.108180822,0.02
DE71-2007,0.122008546,0.48,0.135221689,0.09
DE71-2008,0.114695874,0.29,0.116345628,0.04
DE71-2009,0.120099163,0.44,0.101450685,0.01
DE71-2010,0.11966629,0.42,0.095620662,0.01
DE71-2011,0.133232748,0.64,0.102973744,0.02
DE71-2012,0.124734754,0.54,0.106599499,0.02
DE71-2013,0.109227056,0.17,0.10177911,0.01
DE71-2014,0.120398374,0.44,0.093661872,0.01
DE71-2015,0.124952576,0.54,0.112209018,0.03
DE72-1986,0.120569344,0.45,0.127407192,0.07
DE72-1987,0.110421833,0.19,0.102392466,0.01
DE72-1988,0.110743776,0.19,0.135635701,0.10
DE72-1989,0.120168638,0.44,0.100434132,0.01
DE72-1990,0.120426885,0.44,0.130903539,0.08
DE72-1991,0.124960347,0.54,0.104054338,0.02
DE72-1992,0.12111741,0.46,0.112099841,0.03
DE72-1993,0.118929253,0.40,0.128377968,0.07
DE72-1994,0.118037697,0.38,0.137615411,0.11
DE72-1995,0.115138191,0.30,0.130303539,0.08
DE72-1996,0.112648009,0.24,0.091815346,0.00
DE72-1997,0.122927725,0.50,0.10609863,0.02
DE72-1998,0.106493759,0.13,0.134267237,0.09
DE72-1999,0.120935053,0.46,0.126885845,0.07
DE72-2000,0.113156291,0.25,0.125881148,0.06
DE72-2001,0.113677178,0.26,0.110367808,0.03
DE72-2002,0.11390253,0.27,0.125398973,0.06
DE72-2003,0.138907916,0.69,0.091457306,0.00
DE72-2004,0.119990112,0.43,0.112936703,0.03
DE72-2005,0.120842674,0.45,0.09787363,0.01
DE72-2006,0.118672439,0.40,0.110244977,0.03
DE72-2007,0.118838495,0.40,0.133483219,0.09
DE72-2008,0.112137114,0.22,0.117401639,0.04
DE72-2009,0.115107002,0.30,0.105005822,0.02
DE72-2010,0.117392803,0.36,0.095843721,0.01
DE72-2011,0.129005774,0.60,0.105720091,0.02
DE72-2012,0.119071795,0.41,0.109767418,0.03
DE72-2013,0.105928703,0.12,0.105252854,0.02
DE72-2014,0.116397898,0.33,0.101398744,0.01
DE72-2015,0.123484201,0.51,0.117481735,0.04
DE73-1986,0.11681462,0.34,0.153605708,0.17
DE73-1987,0.106509807,0.13,0.124467009,0.06
DE73-1988,0.107775488,0.15,0.164559768,0.22
DE73-1989,0.119476808,0.42,0.131049543,0.08
DE73-1990,0.117043178,0.35,0.167473516,0.23
DE73-1991,0.121521807,0.47,0.12687089,0.07
DE73-1992,0.117852407,0.37,0.142714026,0.13
DE73-1993,0.11488141,0.29,0.150777968,0.16
DE73-1994,0.11613392,0.32,0.165890297,0.22
DE73-1995,0.111422898,0.21,0.156959361,0.19
DE73-1996,0.105424555,0.12,0.112397313,0.03
DE73-1997,0.119190139,0.41,0.131377626,0.08
DE73-1998,0.100946717,0.06,0.165003767,0.22
DE73-1999,0.116138686,0.32,0.153462329,0.17
DE73-2000,0.111138567,0.20,0.158251935,0.19
DE73-2001,0.109292021,0.17,0.132511758,0.08
DE73-2002,0.108741953,0.16,0.147922603,0.15
DE73-2003,0.132629429,0.64,0.112092237,0.03
DE73-2004,0.115940804,0.32,0.135538365,0.10
DE73-2005,0.116578611,0.34,0.120896347,0.05
DE73-2006,0.115883397,0.32,0.133795776,0.09
DE73-2007,0.114179951,0.27,0.154992922,0.18
DE73-2008,0.10957556,0.17,0.142246585,0.13
DE73-2009,0.111413545,0.21,0.125099886,0.06
DE73-2010,0.113716759,0.26,0.110320205,0.03
DE73-2011,0.127722703,0.58,0.135903995,0.10
DE73-2012,0.115480625,0.31,0.133075137,0.09
DE73-2013,0.101620543,0.07,0.126355023,0.06
DE73-2014,0.113315002,0.25,0.127447489,0.07
DE73-2015,0.120733971,0.45,0.146964954,0.15
DE80-1986,0.115181696,0.30,0.287626142,0.75
DE80-1987,0.106387694,0.13,0.255627283,0.66
DE80-1988,0.109926029,0.18,0.29774556,0.78
DE80-1989,0.12053987,0.45,0.270321689,0.70
DE80-1990,0.114930532,0.29,0.314478995,0.82
DE80-1991,0.118570999,0.39,0.261448516,0.67
DE80-1992,0.124413822,0.53,0.295106785,0.77
DE80-1993,0.1106069,0.19,0.292905479,0.76
DE80-1994,0.116437417,0.33,0.312757648,0.81
DE80-1995,0.119365613,0.42,0.290092808,0.75
DE80-1996,0.110148494,0.18,0.229008424,0.55
DE80-1997,0.119973342,0.43,0.260476826,0.67
DE80-1998,0.105594002,0.12,0.303802854,0.79
DE80-1999,0.119964356,0.43,0.252956963,0.65
DE80-2000,0.111525118,0.21,0.271576617,0.70
DE80-2001,0.110247979,0.18,0.241308333,0.60
DE80-2002,0.112861433,0.24,0.268950685,0.69
DE80-2003,0.126639354,0.57,0.232151256,0.56
DE80-2004,0.115287914,0.30,0.267331626,0.69
DE80-2005,0.118329433,0.39,0.249040639,0.63
DE80-2006,0.112284114,0.23,0.23597363,0.58
DE80-2007,0.114164489,0.27,0.300190525,0.78
DE80-2008,0.112933834,0.24,0.286874203,0.74
DE80-2009,0.118379904,0.39,0.24685274,0.62
DE80-2010,0.113351481,0.25,0.246097489,0.62
DE80-2011,0.122003887,0.48,0.2892121,0.75
DE80-2012,0.112600034,0.24,0.269224841,0.70
DE80-2013,0.107146699,0.14,0.251667808,0.64
DE80-2014,0.118015868,0.38,0.258143493,0.67
DE80-2015,0.11838537,0.39,0.299311644,0.78
DE91-1986,0.114543781,0.28,0.197990411,0.39
DE91-1987,0.103377126,0.09,0.166241667,0.23
DE91-1988,0.108529131,0.16,0.213822291,0.47
DE91-1989,0.121060162,0.46,0.177799201,0.29
DE91-1990,0.117276543,0.36,0.2248,0.52
DE91-1991,0.12158939,0.47,0.172378082,0.25
DE91-1992,0.119110303,0.41,0.195187386,0.38
DE91-1993,0.111569849,0.21,0.194508105,0.37
DE91-1994,0.116167914,0.32,0.21570879,0.48
DE91-1995,0.113118035,0.25,0.201250228,0.40
DE91-1996,0.102927229,0.08,0.152842555,0.17
DE91-1997,0.118464074,0.39,0.172262215,0.25
DE91-1998,0.10097283,0.07,0.213529909,0.47
DE91-1999,0.116399368,0.33,0.193435845,0.37
DE91-2000,0.112211255,0.22,0.20077459,0.40
DE91-2001,0.108349468,0.15,0.168341553,0.24
DE91-2002,0.107198605,0.14,0.190168721,0.35
DE91-2003,0.128415123,0.59,0.148893151,0.15
DE91-2004,0.113612682,0.26,0.177089253,0.28
DE91-2005,0.115243314,0.30,0.160408904,0.20
DE91-2006,0.113639864,0.26,0.168954452,0.24
DE91-2007,0.112302445,0.23,0.199950228,0.40
DE91-2008,0.111869015,0.22,0.188696266,0.34
DE91-2009,0.113533057,0.26,0.158557991,0.19
DE91-2010,0.111296118,0.21,0.143909932,0.13
DE91-2011,0.125854277,0.56,0.186350342,0.33
DE91-2012,0.112253157,0.23,0.170572632,0.25
DE91-2013,0.101908341,0.07,0.161451256,0.20
DE91-2014,0.114514695,0.28,0.163856164,0.21
DE91-2015,0.118447318,0.39,0.192364155,0.36
DE92-1986,0.11485429,0.29,0.239628653,0.60
DE92-1987,0.103748361,0.09,0.202047831,0.41
DE92-1988,0.107080459,0.14,0.255753985,0.66
DE92-1989,0.120285147,0.44,0.215196804,0.48
DE92-1990,0.116150708,0.32,0.268385959,0.69
DE92-1991,0.121346873,0.47,0.209040068,0.45
DE92-1992,0.116143519,0.32,0.234098019,0.57
DE92-1993,0.109293377,0.17,0.22813516,0.54
DE92-1994,0.114225478,0.27,0.252183105,0.64
DE92-1995,0.114512623,0.28,0.238172374,0.59
DE92-1996,0.104433134,0.10,0.196243283,0.38
DE92-1997,0.11842671,0.39,0.205433562,0.43
DE92-1998,0.100310914,0.06,0.252807534,0.65
DE92-1999,0.118571556,0.39,0.233078425,0.57
DE92-2000,0.110766747,0.19,0.245137181,0.62
DE92-2001,0.108708767,0.16,0.201723288,0.41
DE92-2002,0.110215293,0.18,0.226657192,0.53
DE92-2003,0.127417538,0.58,0.180876598,0.30
DE92-2004,0.114446319,0.28,0.213214481,0.47
DE92-2005,0.113571381,0.26,0.196375457,0.38
