Time step,ITH5PV,ITH5WT,NO03PV,NO03WT,ES42PV,ES42WT,UKC1PV,UKC1WT
4217,0.71548,0,0.17345,0.019,0.64748,0.015,0.29252,0.056
4218,0.70279,0,0.19361,0.037,0.70114,0.02,0.42815,0.046
4219,0.65313,0,0.19233,0.065,0.69522,0.025,0.49821,0.045
4220,0.56569,0.002,0.21147,0.1,0.64433,0.038,0.57397,0.045
4221,0.4482,0.002,0.22088,0.126,0.55777,0.048,0.51987,0.059
4222,0.28226,0.007,0.18207,0.142,0.42114,0.056,0.4139,0.07
4223,0.09995,0.013,0.10385,0.147,0.249,0.057,0.27594,0.069
4224,0.03743,0.026,0.04466,0.144,0.07325,0.039,0.11347,0.045
4225,0,0.082,0.01425,0.137,0.02366,0.037,0.05041,0.018
4226,0,0.08,0.00158,0.134,0,0.051,0.01092,0.002
4227,0,0.07,0,0.134,0,0.047,0,0
4228,0,0.058,0,0.142,0,0.031,0,0
4229,0,0.041,0,0.136,0,0.023,0,0
4230,0,0.034,0,0.137,0,0.015,0,0
4231,0,0.036,0,0.147,0,0.011,0,0
4232,0,0.051,0,0.141,0,0.011,0,0
4233,0,0.069,0.006,0.128,0,0.01,0,0
4234,0.001,0.073,0.01057,0.118,0,0.013,0,0.001
4235,0.0488,0.062,0.05373,0.104,0,0.014,0.02861,0.003
4236,0.17531,0.083,0.15889,0.09,0.03581,0.006,0.09223,0.004
4237,0.35898,0.104,0.30868,0.08,0.17137,0.015,0.21013,0.005
4238,0.52734,0.099,0.4408,0.076,0.36639,0.023,0.44142,0.011
4239,0.65346,0.08,0.50064,0.088,0.53672,0.039,0.39331,0.021
4240,0.7308,0.067,0.49256,0.126,0.66671,0.062,0.61082,0.034
4241,0.75459,0.057,0.47332,0.178,0.74838,0.085,0.57113,0.037
4242,0.74332,0.051,0.41584,0.23,0.78817,0.117,0.75623,0.039
4243,0.70308,0.048,0.39542,0.25,0.7718,0.15,0.69419,0.036
4244,0.61488,0.048,0.34111,0.243,0.7086,0.173,0.74242,0.029
4245,0.47621,0.06,0.30544,0.23,0.59883,0.193,0.63327,0.018
4246,0.29132,0.074,0.24042,0.215,0.44094,0.202,0.49116,0.012
4247,0.09502,0.092,0.13837,0.194,0.24868,0.178,0.30183,0.008
4248,0.03565,0.185,0.04628,0.17,0.07968,0.12,0.12772,0.002
4249,0,0.218,0.0192,0.143,0.02406,0.063,0.04085,0
4250,0,0.224,0.00174,0.132,0,0.048,0.00286,0.001
4251,0,0.21,0,0.12,0,0.029,0,0.003
4252,0,0.208,0,0.111,0,0.013,0,0.004
4253,0,0.221,0,0.104,0,0.008,0,0.004
4254,0,0.248,0,0.1,0,0.007,0,0.004
4255,0,0.261,0,0.091,0,0.008,0,0.003
4256,0,0.288,0,0.079,0,0.011,0,0.002
4257,0,0.278,0.00935,0.058,0,0.012,0,0.002
4258,0.00156,0.235,0.01732,0.046,0,0.012,0,0.001
4259,0.03975,0.145,0.07391,0.041,0,0.013,0.02835,0.001
4260,0.18124,0.174,0.18005,0.042,0.03542,0.008,0.0914,0.001
4261,0.3739,0.215,0.3131,0.044,0.16991,0.022,0.24414,0.005
4262,0.54335,0.192,0.45468,0.055,0.35406,0.078,0.41752,0.014
4263,0.67199,0.155,0.54692,0.076,0.51498,0.127,0.40289,0.022
4264,0.7577,0.124,0.56044,0.098,0.64368,0.161,0.59907,0.03
4265,0.7958,0.085,0.59003,0.125,0.72803,0.191,0.65925,0.032
4266,0.7867,0.048,0.61258,0.138,0.75447,0.233,0.73289,0.032
4267,0.73319,0.024,0.57655,0.134,0.73688,0.272,0.74452,0.033
4268,0.62881,0.015,0.53193,0.124,0.66934,0.306,0.63344,0.035
4269,0.4814,0.01,0.44556,0.12,0.55686,0.352,0.55082,0.028
4270,0.29332,0.007,0.31549,0.106,0.40974,0.416,0.46684,0.019
4271,0.09379,0.026,0.16606,0.082,0.2346,0.432,0.31465,0.01
4272,0.03505,0.079,0.04626,0.044,0.06991,0.347,0.11817,0.004
4273,0,0.137,0.02185,0.027,0.02077,0.283,0.04311,0
4274,0,0.151,0.00273,0.017,0,0.266,0.01258,0
4275,0,0.172,0,0.009,0,0.255,0,0
4276,0,0.182,0,0.005,0,0.247,0,0
4277,0,0.178,0,0.003,0,0.242,0,0.009
4278,0,0.178,0,0.002,0,0.246,0,0.033
4279,0,0.181,0,0.001,0,0.236,0,0.051
4280,0,0.192,0,0,0,0.223,0,0.055
4281,0,0.179,0.00736,0,0,0.185,0,0.041
4282,0.0012,0.151,0.03064,0,0,0.155,0,0.028
4283,0.04365,0.08,0.09018,0,0,0.13,0.03124,0.014
4284,0.17776,0.085,0.22597,0,0.03186,0.083,0.09966,0.02
4285,0.36449,0.116,0.38045,0,0.17139,0.122,0.24825,0.018
4286,0.5299,0.079,0.4935,0.004,0.36714,0.142,0.44994,0.008
4287,0.64968,0.034,0.52762,0.021,0.50329,0.136,0.49221,0.003
4288,0.71166,0.011,0.49375,0.038,0.65851,0.135,0.72454,0.002
4289,0.71519,0.001,0.44653,0.044,0.74847,0.143,0.78399,0.001
4290,0.63588,0,0.3744,0.073,0.79205,0.158,0.82986,0.003
4291,0.5852,0,0.30279,0.089,0.78386,0.168,0.81748,0.006
4292,0.54268,0,0.32022,0.087,0.72333,0.165,0.75642,0.012
4293,0.43289,0,0.28102,0.059,0.61253,0.173,0.656,0.029
4294,0.28095,0,0.19421,0.027,0.45492,0.183,0.49831,0.066
4295,0.09775,0.001,0.10553,0.009,0.0455,0.182,0.30642,0.111
4296,0.03547,0.003,0.04438,0.004,0.06278,0.161,0.12533,0.146
4297,0,0.021,0.00998,0.002,0.02309,0.136,0.04768,0.136
4298,0,0.023,0.0016,0.002,0,0.144,0.01191,0.121
4299,0,0.031,0,0.004,0,0.133,0,0.098
4300,0,0.051,0,0.006,0,0.116,0,0.071
4301,0,0.052,0,0.006,0,0.106,0,0.056
4302,0,0.037,0,0.005,0,0.092,0,0.048
4303,0,0.019,0,0.005,0,0.073,0,0.041
4304,0,0.003,0,0.005,0,0.055,0,0.034
4305,0,0.001,0.00711,0.005,0,0.04,0,0.028
4306,0.0005,0.001,0.02361,0.004,0,0.024,0,0.018
4307,0.04235,0,0.07464,0.005,0,0.01,0.00714,0.013
4308,0.17012,0,0.17585,0.006,0.03008,0.001,0.02987,0.013
4309,0.32135,0,0.29655,0.017,0.17137,0.002,0.06591,0.02
4310,0.47827,0,0.37914,0.033,0.36528,0.006,0.14236,0.035
4311,0.61122,0,0.40756,0.068,0.5289,0.016,0.13766,0.057
4312,0.68944,0,0.37097,0.122,0.64011,0.025,0.18671,0.072
4313,0.67432,0,0.39411,0.176,0.70741,0.032,0.16593,0.081
4314,0.58261,0,0.37672,0.223,0.73719,0.041,0.21813,0.084
4315,0.47187,0,0.33603,0.276,0.71272,0.047,0.17271,0.071
4316,0.37,0,0.34442,0.33,0.64407,0.047,0.20369,0.051
4317,0.30295,0,0.32652,0.371,0.54589,0.039,0.25011,0.03
4318,0.22184,0,0.24716,0.401,0.41466,0.031,0.2075,0.018
4319,0.09394,0,0.13758,0.421,0.24175,0.027,0.1596,0.007
4320,0.02813,0,0.04925,0.42,0.06849,0.017,0.0868,0.001
4321,0,0,0.01907,0.385,0.02156,0.023,0.01512,0
4322,0,0,0.00311,0.365,0,0.037,0.00118,0
4323,0,0,0,0.37,0,0.042,0,0
4324,0,0,0,0.372,0,0.047,0,0
4325,0,0,0,0.389,0,0.045,0,0
4326,0,0,0,0.422,0,0.04,0,0
4327,0,0,0,0.467,0,0.038,0,0
4328,0,0,0,0.523,0,0.035,0,0
4329,0,0,0.00631,0.573,0,0.04,0,0.001
4330,0.00074,0,0.01207,0.576,0,0.047,0,0.002
4331,0.04692,0,0.05547,0.544,0,0.046,0.0144,0.001
4332,0.16513,0,0.13117,0.547,0.03647,0.033,0.06436,0.001
4333,0.33898,0,0.2152,0.559,0.16189,0.027,0.13039,0.001
4334,0.50579,0,0.28706,0.569,0.34601,0.023,0.17602,0
4335,0.63342,0,0.27026,0.597,0.51521,0.024,0.17844,0
4336,0.70914,0,0.25855,0.621,0.63703,0.029,0.26324,0.002
4337,0.72057,0,0.28288,0.66,0.68646,0.04,0.34272,0.003
4338,0.67267,0.001,0.27649,0.704,0.70392,0.044,0.33866,0.002
4339,0.56235,0.001,0.27244,0.729,0.67537,0.048,0.40888,0.002
4340,0.49739,0.003,0.24423,0.751,0.62187,0.042,0.19797,0.005
4341,0.41899,0.027,0.1966,0.754,0.53596,0.045,0.30643,0.011
4342,0.27199,0.04,0.14781,0.725,0.4033,0.055,0.25483,0.017
4343,0.10292,0.052,0.09253,0.683,0.23882,0.064,0.1287,0.023
4344,0.03627,0.037,0.04426,0.692,0.07024,0.075,0.06281,0.022
4345,0,0.033,0.01251,0.648,0.022,0.104,0.03636,0.02
4346,0,0.027,0.00275,0.614,0,0.13,0.00757,0.03
4347,0,0.013,0,0.583,0,0.121,0,0.031
4348,0,0.003,0,0.527,0,0.104,0,0.037
4349,0,0.001,0,0.469,0,0.089,0,0.047
4350,0,0,0,0.446,0,0.083,0,0.06
4351,0,0,0,0.455,0,0.08,0,0.067
4352,0,0,0,0.434,0,0.071,0,0.075
4353,0,0,0.0121,0.367,0,0.065,0,0.093
4354,0.00073,0,0.01411,0.274,0,0.058,0,0.112
4355,0.04551,0,0.06505,0.2,0,0.042,0.00601,0.125
4356,0.16727,0,0.17742,0.157,0.03305,0.022,0.02863,0.165
4357,0.34529,0,0.29325,0.147,0.16628,0.018,0.0659,0.216
4358,0.50886,0,0.38486,0.133,0.34509,0.015,0.07889,0.231
4359,0.63561,0,0.422,0.111,0.50808,0.016,0.056,0.22
4360,0.72435,0,0.38754,0.093,0.64522,0.018,0.0774,0.226
4361,0.76967,0,0.36666,0.101,0.72919,0.019,0.11652,0.235
4362,0.76985,0.008,0.36756,0.119,0.76551,0.02,0.14232,0.247
4363,0.71478,0.045,0.33815,0.134,0.75508,0.018,0.21104,0.253
4364,0.61025,0.097,0.36223,0.131,0.69771,0.018,0.22639,0.286
4365,0.46947,0.162,0.33136,0.117,0.59372,0.016,0.21281,0.28
4366,0.28748,0.195,0.25882,0.099,0.44529,0.018,0.16131,0.273
4367,0.10069,0.173,0.15471,0.073,0.25391,0.031,0.12522,0.341
4368,0.03688,0.115,0.05244,0.039,0.06426,0.07,0.04044,0.566
4369,0,0.101,0.02258,0.028,0.02379,0.125,0.01473,0.766
4370,0,0.094,0.00176,0.027,0,0.162,0.00758,0.847
4371,0,0.129,0,0.025,0,0.153,0,0.89
4372,0,0.118,0,0.023,0,0.142,0,0.889
4373,0,0.139,0,0.022,0,0.135,0,0.871
4374,0,0.162,0,0.019,0,0.129,0,0.857
4375,0,0.171,0,0.017,0,0.12,0,0.87
4376,0,0.176,0,0.014,0,0.108,0,0.891
4377,0,0.163,0.01083,0.011,0,0.1,0,0.9
4378,0.00071,0.132,0.03445,0.007,0,0.086,0,0.913
4379,0.04227,0.099,0.08725,0.004,0,0.067,0.01183,0.936
4380,0.16638,0.133,0.26567,0.002,0.03227,0.029,0.03801,0.943
4381,0.34837,0.145,0.44002,0.003,0.16651,0.019,0.09332,0.937
4382,0.51917,0.195,0.55879,0.004,0.35342,0.027,0.25578,0.936
4383,0.65455,0.159,0.59921,0.004,0.51741,0.035,0.14224,0.944
4384,0.74463,0.137,0.64401,0.006,0.64345,0.041,0.1413,0.943
4385,0.77183,0.145,0.65773,0.008,0.72369,0.052,0.1923,0.934
4386,0.73448,0.17,0.62245,0.017,0.75901,0.064,0.29844,0.911
4387,0.66342,0.191,0.56238,0.034,0.75055,0.081,0.15147,0.857
4388,0.56801,0.215,0.52861,0.053,0.69401,0.099,0.17453,0.782
4389,0.42901,0.236,0.46427,0.058,0.58902,0.107,0.20253,0.721
4390,0.28136,0.222,0.32995,0.058,0.43754,0.113,0.21784,0.662
4391,0.09643,0.182,0.16685,0.058,0.24878,0.121,0.18861,0.637
4392,0.03502,0.124,0.04385,0.06,0.06595,0.125,0.11289,0.596
4393,0,0.08,0.0219,0.083,0.02274,0.131,0.04611,0.536
4394,0,0.052,0.00283,0.138,0,0.138,0.01056,0.479
4395,0,0.034,0,0.189,0,0.122,0,0.364
4396,0,0.038,0,0.243,0,0.13,0,0.316
4397,0,0.036,0,0.266,0,0.13,0,0.284
4398,0,0.049,0,0.258,0,0.109,0,0.251
4399,0,0.06,0,0.237,0,0.086,0,0.219
4400,0,0.063,0,0.216,0,0.073,0,0.193
4401,0,0.052,0.00227,0.178,0,0.048,0,0.189
4402,0.00128,0.035,0.00381,0.144,0,0.032,0,0.167
4403,0.03708,0.034,0.01197,0.147,0,0.021,0.00184,0.122
4404,0.16102,0.053,0.03016,0.178,0.03282,0.008,0.01815,0.104
4405,0.33513,0.048,0.05878,0.26,0.15837,0.003,0.06582,0.135
4406,0.49749,0.031,0.09927,0.379,0.33876,0.002,0.18665,0.162
4407,0.56402,0.022,0.13413,0.523,0.50514,0.004,0.24394,0.198
4408,0.69112,0.024,0.15345,0.663,0.63813,0.005,0.31426,0.24
4409,0.70752,0.077,0.16744,0.766,0.7219,0.007,0.32722,0.299
4410,0.64828,0.118,0.15949,0.832,0.7563,0.009,0.51725,0.376
4411,0.62615,0.159,0.15609,0.851,0.74626,0.015,0.55485,0.436
4412,0.50269,0.203,0.1709,0.846,0.68712,0.022,0.54593,0.47
4413,0.36308,0.223,0.17286,0.818,0.56448,0.024,0.35395,0.503
4414,0.26011,0.202,0.14746,0.777,0.38386,0.022,0.26051,0.51
4415,0.0947,0.159,0.10529,0.736,0.20379,0.027,0.25848,0.495
4416,0.03373,0.106,0.05067,0.671,0.06438,0.058,0.11679,0.453
4417,0,0.182,0.02278,0.677,0.01838,0.138,0.04761,0.404
4418,0,0.13,0.00231,0.749,0,0.19,0.01066,0.373
4419,0,0.086,0,0.831,0,0.203,0,0.321
4420,0,0.041,0,0.915,0,0.17,0,0.283
4421,0,0.057,0,0.963,0,0.112,0,0.267
4422,0,0.077,0,0.976,0,0.081,0,0.26
4423,0,0.09,0,0.975,0,0.071,0,0.256
4424,0,0.102,0,0.967,0,0.074,0,0.248
4425,0,0.109,0.00745,0.936,0,0.073,0,0.242
4426,0.00172,0.069,0.01408,0.883,0,0.072,0,0.21
4427,0.03023,0.1,0.03966,0.812,0,0.068,0.01832,0.158
4428,0.10617,0.108,0.10296,0.715,0.0332,0.04,0.04804,0.156
4429,0.20278,0.1,0.16705,0.544,0.16368,0.037,0.09635,0.155
4430,0.32274,0.167,0.20358,0.365,0.34801,0.053,0.22228,0.128
4431,0.56647,0.245,0.26326,0.263,0.51201,0.053,0.20435,0.092
4432,0.6444,0.319,0.26533,0.243,0.63724,0.048,0.24534,0.07
4433,0.63051,0.35,0.28551,0.219,0.71692,0.041,0.35025,0.06
4434,0.51766,0.344,0.28381,0.229,0.75089,0.04,0.32596,0.058
4435,0.27292,0.362,0.24183,0.237,0.73486,0.041,0.18257,0.058
4436,0.12098,0.374,0.24947,0.263,0.6247,0.048,0.17933,0.061
4437,0.08479,0.376,0.22585,0.272,0.45377,0.055,0.23129,0.062
4438,0.06836,0.367,0.14668,0.273,0.30221,0.059,0.22135,0.086
4439,0.05054,0.358,0.08887,0.244,0.17439,0.059,0.18201,0.076
4440,0.02404,0.341,0.04045,0.275,0.06741,0.056,0.09782,0.044
4441,0,0.282,0.0137,0.292,0.0209,0.069,0.04678,0.027
4442,0,0.258,0.00174,0.357,0,0.076,0.00655,0.027
4443,0,0.254,0,0.443,0,0.087,0,0.037
4444,0,0.248,0,0.555,0,0.093,0,0.042
4445,0,0.227,0,0.678,0,0.097,0,0.048
4446,0,0.195,0,0.766,0,0.1,0,0.053
4447,0,0.169,0,0.794,0,0.102,0,0.059
4448,0,0.127,0,0.799,0,0.103,0,0.053
4449,0,0.097,0.00672,0.772,0,0.109,0,0.046
4450,0.00065,0.113,0.01921,0.72,0,0.114,0,0.027
4451,0.03959,0.074,0.06189,0.641,0,0.114,0.0078,0.018
4452,0.17253,0.085,0.17306,0.515,0.03388,0.072,0.06271,0.018
4453,0.36831,0.037,0.29429,0.383,0.16235,0.069,0.14462,0.019
4454,0.54753,0.034,0.40188,0.292,0.34488,0.098,0.23113,0.028
4455,0.68114,0.028,0.44657,0.166,0.50899,0.112,0.3113,0.023
4456,0.76848,0.016,0.44515,0.085,0.64002,0.127,0.2763,0.03
4457,0.68438,0.008,0.42923,0.035,0.72767,0.149,0.21959,0.043
4458,0.79166,0.003,0.36937,0.036,0.76814,0.167,0.3096,0.062
4459,0.72092,0.008,0.27765,0.111,0.75947,0.182,0.38955,0.083
4460,0.60915,0.005,0.21459,0.25,0.69348,0.19,0.25359,0.096
4461,0.4666,0.004,0.15306,0.388,0.58112,0.171,0.26164,0.11
4462,0.28553,0.001,0.10474,0.581,0.43069,0.139,0.24838,0.122
4463,0.10076,0,0.05585,0.647,0.24279,0.113,0.20142,0.122
4464,0.03379,0,0.02435,0.695,0.06726,0.073,0.11909,0.108
4465,0,0.001,0.00684,0.655,0.02338,0.068,0.04241,0.096
4466,0,0.002,0.00206,0.596,0,0.102,0.00674,0.113
4467,0,0.005,0,0.572,0,0.15,0,0.132
4468,0,0.016,0,0.566,0,0.152,0,0.143
4469,0,0.02,0,0.559,0,0.127,0,0.169
4470,0,0.021,0,0.553,0,0.118,0,0.21
4471,0,0.026,0,0.552,0,0.129,0,0.243
4472,0,0.02,0,0.566,0,0.144,0,0.25
4473,0,0.015,0.0069,0.57,0,0.124,0,0.241
4474,0.0004,0.005,0.01082,0.567,0,0.094,0,0.26
4475,0.03889,0,0.03118,0.574,0,0.067,0.00811,0.308
4476,0.17367,0,0.07209,0.603,0.0294,0.045,0.02593,0.393
4477,0.36532,0,0.11394,0.653,0.16448,0.038,0.07119,0.51
4478,0.53295,0.002,0.15912,0.691,0.35821,0.034,0.07972,0.63
4479,0.66172,0.01,0.18351,0.708,0.52856,0.028,0.13484,0.682
4480,0.75114,0.036,0.17843,0.735,0.65928,0.027,0.17272,0.658
4481,0.78604,0.127,0.18516,0.762,0.74311,0.03,0.13744,0.58
4482,0.77969,0.204,0.19219,0.793,0.7805,0.035,0.09479,0.47
4483,0.72895,0.302,0.1656,0.822,0.77278,0.041,0.19958,0.445
4484,0.62408,0.377,0.14928,0.846,0.71453,0.047,0.1531,0.411
4485,0.47397,0.456,0.13391,0.868,0.60935,0.055,0.36809,0.451
4486,0.29353,0.505,0.10175,0.863,0.45832,0.061,0.45654,0.505
4487,0.10045,0.5,0.05647,0.859,0.26096,0.073,0.3145,0.52
4488,0.03468,0.459,0.02645,0.854,0.06198,0.084,0.12188,0.451
4489,0,0.449,0.00734,0.856,0.02297,0.109,0.04471,0.366
4490,0,0.462,0.00211,0.85,0,0.106,0.0082,0.369
4491,0,0.426,0,0.839,0,0.091,0,0.393
4492,0,0.394,0,0.826,0,0.071,0,0.411
4493,0,0.39,0,0.826,0,0.054,0,0.426
4494,0,0.399,0,0.844,0,0.052,0,0.425
4495,0,0.41,0,0.876,0,0.057,0,0.404
4496,0,0.376,0,0.892,0,0.058,0,0.403
4497,0,0.348,0.00554,0.899,0,0.053,0,0.419
4498,0,0.29,0.00705,0.89,0,0.047,0,0.428
4499,0.01862,0.277,0.02391,0.891,0,0.041,0.01542,0.44
4500,0.08512,0.249,0.06638,0.9,0.02873,0.039,0.07304,0.479
4501,0.14849,0.349,0.10272,0.933,0.16182,0.038,0.14461,0.556
4502,0.28033,0.293,0.12924,0.944,0.3537,0.039,0.28441,0.589
4503,0.4229,0.197,0.14715,0.953,0.52626,0.031,0.39134,0.645
4504,0.54562,0.105,0.1214,0.955,0.65983,0.023,0.26046,0.691
4505,0.58344,0.083,0.1205,0.959,0.74485,0.021,0.1659,0.749
4506,0.67411,0.068,0.12657,0.963,0.78133,0.025,0.37012,0.819
4507,0.61978,0.06,0.10574,0.965,0.77056,0.025,0.36218,0.846
4508,0.48254,0.049,0.12626,0.966,0.71041,0.036,0.37429,0.823
4509,0.40743,0.045,0.13459,0.958,0.60506,0.06,0.46113,0.814
4510,0.27883,0.039,0.11846,0.932,0.45462,0.097,0.37611,0.808
4511,0.10621,0.062,0.07812,0.877,0.26044,0.135,0.29748,0.775
4512,0.03567,0.063,0.03291,0.803,0.06558,0.189,0.1299,0.698
4513,0,0.075,0.00744,0.752,0.02344,0.268,0.03552,0.66
4514,0,0.083,0.0012,0.695,0,0.312,0.00367,0.65
4515,0,0.096,0,0.627,0,0.315,0,0.633
4516,0,0.12,0,0.549,0,0.306,0,0.586
4517,0,0.159,0,0.466,0,0.259,0,0.534
4518,0,0.189,0,0.388,0,0.215,0,0.493
4519,0,0.218,0,0.341,0,0.18,0,0.443
4520,0,0.32,0,0.314,0,0.151,0,0.387
4521,0,0.215,0.00462,0.25,0,0.119,0,0.36
4522,0,0.199,0.00714,0.185,0,0.098,0,0.334
4523,0.03452,0.258,0.02578,0.128,0,0.082,0.00687,0.294
4524,0.15034,0.313,0.06201,0.085,0.03116,0.065,0.07704,0.297
4525,0.32804,0.425,0.10458,0.053,0.15275,0.057,0.22755,0.269
4526,0.48516,0.404,0.14831,0.032,0.33022,0.056,0.3817,0.222
4527,0.58534,0.362,0.17243,0.032,0.50571,0.046,0.4272,0.169
4528,0.64822,0.295,0.14595,0.033,0.64543,0.037,0.46334,0.125
4529,0.68402,0.216,0.14205,0.038,0.73856,0.035,0.45333,0.104
4530,0.6863,0.135,0.1571,0.045,0.77654,0.037,0.47059,0.102
4531,0.65506,0.045,0.13336,0.077,0.76456,0.039,0.39597,0.117
4532,0.58826,0.028,0.15267,0.099,0.70543,0.041,0.2512,0.141
4533,0.46298,0.03,0.16288,0.094,0.60319,0.042,0.25538,0.169
4534,0.27558,0.038,0.13249,0.079,0.45584,0.044,0.26488,0.187
4535,0.10265,0.054,0.08,0.055,0.26233,0.047,0.17421,0.2
4536,0.03441,0.076,0.03294,0.031,0.06558,0.055,0.06296,0.196
4537,0,0.081,0.00692,0.02,0.02344,0.104,0.02179,0.189
4538,0,0.112,0.00297,0.012,0,0.148,0.00301,0.22
4539,0,0.072,0,0.008,0,0.154,0,0.233
4540,0,0.054,0,0.008,0,0.147,0,0.223
4541,0,0.043,0,0.011,0,0.131,0,0.239
4542,0,0.037,0,0.026,0,0.105,0,0.248
4543,0,0.028,0,0.043,0,0.08,0,0.24
4544,0,0.017,0,0.061,0,0.06,0,0.229
4545,0,0.01,0.00555,0.077,0,0.045,0,0.229
4546,0,0.006,0.00767,0.09,0,0.039,0,0.215
4547,0.0354,0.001,0.0239,0.098,0,0.032,0.00719,0.189
4548,0.16423,0.001,0.05858,0.101,0.02837,0.019,0.0595,0.195
4549,0.3418,0,0.09647,0.098,0.16308,0.023,0.15571,0.188
4550,0.455,0,0.13416,0.089,0.3579,0.024,0.24928,0.169
4551,0.57592,0,0.18411,0.08,0.53068,0.024,0.25285,0.138
4552,0.66882,0,0.20831,0.074,0.66515,0.033,0.21436,0.131
4553,0.71126,0,0.23445,0.096,0.75384,0.051,0.22174,0.123
4554,0.72799,0,0.24007,0.126,0.79151,0.075,0.3097,0.138
4555,0.67484,0.001,0.23125,0.157,0.77973,0.095,0.37664,0.159
4556,0.60847,0.001,0.24665,0.175,0.72104,0.116,0.37645,0.18
4557,0.48038,0.002,0.2318,0.182,0.61117,0.132,0.35076,0.202
4558,0.29719,0.002,0.17836,0.204,0.45691,0.152,0.316,0.214
4559,0.09706,0.001,0.11018,0.208,0.26175,0.179,0.24645,0.206
4560,0.0333,0,0.04593,0.19,0.06759,0.196,0.11137,0.168
4561,0,0.007,0.01188,0.146,0.02407,0.192,0.04481,0.131
4562,0,0.051,0.00157,0.123,0,0.183,0.00623,0.149
4563,0,0.059,0,0.107,0,0.15,0,0.158
4564,0,0.059,0,0.1,0,0.119,0,0.164
4565,0,0.056,0,0.106,0,0.099,0,0.173
4566,0,0.059,0,0.123,0,0.08,0,0.178
4567,0,0.063,0,0.146,0,0.065,0,0.178
4568,0,0.065,0,0.171,0,0.048,0,0.171
4569,0,0.073,0.00595,0.201,0,0.041,0,0.163
4570,0,0.064,0.01107,0.226,0,0.035,0,0.157
4571,0.03879,0.026,0.03339,0.226,0,0.027,0.01674,0.113
4572,0.16743,0.015,0.06906,0.225,0.02998,0.014,0.06716,0.107
4573,0.35508,0.008,0.11436,0.23,0.15934,0.015,0.19543,0.115
4574,0.52142,0,0.17436,0.212,0.34917,0.018,0.30427,0.096
4575,0.64752,0,0.22707,0.22,0.52246,0.02,0.30343,0.07
4576,0.73405,0,0.24729,0.212,0.65513,0.037,0.3325,0.058
4577,0.77335,0,0.28399,0.201,0.73853,0.064,0.24136,0.056
4578,0.76401,0,0.30613,0.196,0.77713,0.092,0.1929,0.054
4579,0.7105,0,0.2951,0.198,0.76129,0.112,0.31873,0.05
4580,0.61414,0,0.29023,0.195,0.68109,0.148,0.31807,0.046
4581,0.47537,0.012,0.2451,0.173,0.5218,0.179,0.27398,0.043
4582,0.29364,0.041,0.17503,0.143,0.34778,0.214,0.31349,0.043
4583,0.09898,0.073,0.09497,0.121,0.19174,0.218,0.21038,0.04
4584,0.03379,0.081,0.03739,0.094,0.06618,0.192,0.0735,0.022
4585,0,0.089,0.01173,0.066,0.01822,0.174,0.02536,0.006
4586,0,0.092,0.00123,0.05,0,0.155,0.00509,0.002
4587,0,0.113,0,0.03,0,0.143,0,0.001
4588,0,0.129,0,0.014,0,0.131,0,0.001
4589,0,0.144,0,0.009,0,0.122,0,0.003
4590,0,0.137,0,0.006,0,0.112,0,0.005
4591,0,0.062,0,0.004,0,0.116,0,0.014
4592,0,0.058,0,0.003,0,0.137,0,0.029
4593,0,0.049,0.00617,0.002,0,0.129,0,0.039
4594,0,0.034,0.00746,0.002,0,0.122,0,0.039
4595,0.03798,0.012,0.03505,0.005,0,0.109,0.01129,0.027
4596,0.16229,0.033,0.0814,0.007,0.02479,0.087,0.05426,0.034
4597,0.34306,0.057,0.13149,0.031,0.11078,0.107,0.10932,0.034
4598,0.51273,0.082,0.16419,0.04,0.23551,0.142,0.17411,0.025
4599,0.64537,0.12,0.19051,0.052,0.34685,0.189,0.17815,0.016
4600,0.72497,0.168,0.19689,0.064,0.45176,0.265,0.20955,0.01
4601,0.7667,0.219,0.17311,0.076,0.54469,0.321,0.33006,0.008
4602,0.75854,0.275,0.201,0.093,0.51166,0.357,0.50837,0.012
4603,0.7005,0.313,0.21035,0.106,0.3836,0.363,0.63056,0.022
4604,0.59265,0.325,0.23774,0.108,0.30822,0.337,0.63867,0.034
4605,0.44355,0.377,0.22127,0.111,0.32471,0.317,0.56123,0.055
4606,0.26699,0.367,0.16261,0.109,0.23815,0.316,0.42698,0.075
4607,0.09979,0.311,0.10167,0.117,0.14665,0.298,0.26527,0.102
4608,0.03208,0.342,0.04283,0.124,0.05434,0.294,0.12518,0.113
4609,0,0.237,0.0119,0.127,0.01413,0.33,0.04527,0.095
4610,0,0.17,0.00197,0.144,0,0.362,0.00848,0.092
4611,0,0.285,0,0.142,0,0.392,0,0.095
4612,0,0.519,0,0.12,0,0.421,0,0.085
4613,0,0.661,0,0.083,0,0.45,0,0.085
4614,0,0.735,0,0.049,0,0.451,0,0.092
4615,0,0.688,0,0.013,0,0.451,0,0.114
4616,0,0.616,0,0.014,0,0.463,0,0.139
4617,0,0.566,0.00176,0.039,0,0.469,0,0.166
4618,0,0.476,0.00489,0.084,0,0.475,0,0.196
4619,0.01665,0.449,0.0317,0.093,0,0.398,0.01004,0.217
4620,0.06346,0.465,0.09121,0.13,0.02669,0.337,0.04219,0.225
4621,0.12312,0.475,0.1537,0.243,0.15933,0.325,0.14115,0.235
4622,0.22616,0.485,0.20825,0.312,0.35965,0.316,0.26047,0.265
