Time step,ITH5PV,ITH5WT,NO03PV,NO03WT,ES42PV,ES42WT,UKC1PV,UKC1WT
4623,0.3364,0.507,0.25681,0.39,0.54122,0.3,0.20718,0.343
4624,0.50025,0.477,0.23516,0.469,0.67954,0.269,0.22351,0.416
4625,0.55003,0.542,0.25178,0.519,0.77694,0.24,0.27853,0.453
4626,0.5446,0.564,0.25316,0.548,0.82305,0.24,0.3101,0.482
4627,0.5077,0.564,0.26695,0.557,0.81691,0.271,0.33345,0.491
4628,0.44105,0.547,0.32543,0.553,0.7575,0.311,0.3277,0.493
4629,0.35792,0.544,0.28516,0.516,0.64776,0.336,0.34695,0.473
4630,0.22452,0.545,0.20618,0.439,0.48759,0.341,0.33187,0.456
4631,0.10065,0.524,0.12184,0.311,0.27753,0.326,0.21322,0.41
4632,0.03385,0.418,0.0472,0.228,0.06381,0.287,0.07444,0.286
4633,0,0.381,0.01188,0.232,0.02208,0.194,0.02047,0.2
4634,0,0.367,0.0011,0.233,0,0.182,0.00257,0.171
4635,0,0.357,0,0.237,0,0.175,0,0.132
4636,0,0.37,0,0.233,0,0.188,0,0.117
4637,0,0.365,0,0.186,0,0.2,0,0.125
4638,0,0.368,0,0.145,0,0.225,0,0.129
4639,0,0.359,0,0.11,0,0.239,0,0.138
4640,0,0.361,0,0.087,0,0.246,0,0.141
4641,0,0.345,0.00421,0.037,0,0.221,0,0.155
4642,0,0.338,0.00706,0.02,0,0.206,0,0.153
4643,0.03721,0.331,0.03912,0.015,0,0.186,0.02233,0.132
4644,0.16103,0.399,0.10218,0.025,0.02377,0.206,0.08249,0.132
4645,0.34591,0.46,0.16685,0.045,0.16494,0.271,0.24428,0.179
4646,0.5082,0.42,0.20293,0.073,0.37147,0.284,0.44337,0.228
4647,0.61293,0.39,0.22905,0.115,0.54749,0.313,0.62267,0.288
4648,0.67917,0.374,0.21164,0.14,0.67529,0.339,0.75653,0.36
4649,0.71629,0.336,0.21814,0.173,0.76671,0.346,0.83824,0.404
4650,0.70555,0.341,0.23628,0.195,0.81965,0.335,0.86327,0.421
4651,0.65353,0.346,0.21202,0.205,0.81762,0.295,0.71893,0.415
4652,0.55865,0.344,0.23207,0.195,0.75937,0.245,0.72165,0.422
4653,0.45129,0.313,0.20184,0.173,0.64147,0.222,0.63937,0.46
4654,0.28692,0.296,0.1736,0.132,0.48355,0.209,0.38864,0.475
4655,0.10456,0.251,0.11882,0.076,0.27725,0.183,0.17582,0.455
4656,0.03551,0.167,0.05151,0.025,0.06478,0.157,0.09739,0.4
4657,0,0.154,0.01544,0.031,0.02175,0.124,0.03608,0.346
4658,0,0.147,0.00188,0.054,0,0.104,0.00921,0.334
4659,0,0.146,0,0.087,0,0.095,0,0.329
4660,0,0.139,0,0.105,0,0.072,0,0.328
4661,0,0.134,0,0.134,0,0.066,0,0.334
4662,0,0.122,0,0.15,0,0.057,0,0.349
4663,0,0.106,0,0.158,0,0.06,0,0.379
4664,0,0.087,0,0.156,0,0.07,0,0.413
4665,0,0.029,0.00579,0.151,0,0.09,0,0.423
4666,0,0.016,0.031,0.135,0,0.104,0,0.438
4667,0.0401,0.015,0.08805,0.11,0,0.105,0.02056,0.432
4668,0.1582,0.011,0.22065,0.08,0.02428,0.09,0.07574,0.439
4669,0.33837,0.007,0.34565,0.07,0.16342,0.092,0.19134,0.459
4670,0.50793,0.006,0.48335,0.083,0.36667,0.058,0.2672,0.485
4671,0.63807,0.005,0.55186,0.105,0.54461,0.027,0.25314,0.475
4672,0.7273,0.005,0.47783,0.121,0.67802,0.024,0.2731,0.435
4673,0.76528,0.005,0.36783,0.142,0.76475,0.029,0.42655,0.388
4674,0.75732,0.002,0.29154,0.154,0.80462,0.036,0.59434,0.352
4675,0.7147,0.007,0.18266,0.158,0.79819,0.038,0.5817,0.32
4676,0.62018,0.014,0.1165,0.171,0.73628,0.037,0.45695,0.294
4677,0.37489,0.017,0.07796,0.161,0.61568,0.037,0.33307,0.246
4678,0.29503,0.014,0.04937,0.134,0.46396,0.043,0.16177,0.196
4679,0.10189,0.012,0.0265,0.093,0.27291,0.044,0.09597,0.151
4680,0.03413,0.011,0.01271,0.065,0.06237,0.041,0.05316,0.104
4681,0,0.032,0.00528,0.054,0.02158,0.039,0.02353,0.056
4682,0,0.026,0.00143,0.062,0,0.036,0.00593,0.033
4683,0,0.026,0,0.091,0,0.034,0,0.027
4684,0,0.03,0,0.153,0,0.04,0,0.019
4685,0,0.028,0,0.204,0,0.051,0,0.013
4686,0,0.019,0,0.258,0,0.057,0,0.011
4687,0,0.01,0,0.331,0,0.061,0,0.01
4688,0,0,0,0.424,0,0.065,0,0.01
4689,0,0.001,0.0033,0.486,0,0.064,0,0.006
4690,0,0,0.01868,0.527,0,0.056,0,0.003
4691,0.03829,0,0.06378,0.567,0,0.047,0.00968,0.001
4692,0.15809,0,0.15709,0.609,0.02439,0.02,0.0462,0
4693,0.3379,0,0.2433,0.644,0.16134,0.014,0.07761,0.001
4694,0.50317,0,0.30773,0.659,0.36241,0.01,0.13246,0
4695,0.63123,0,0.32848,0.631,0.53809,0.012,0.19482,0
4696,0.72029,0,0.30903,0.585,0.67529,0.019,0.20929,0
4697,0.76297,0,0.2701,0.519,0.76146,0.025,0.29753,0
4698,0.75882,0,0.26949,0.421,0.79342,0.028,0.41657,0
4699,0.70779,0,0.24273,0.398,0.76402,0.037,0.46052,0
4700,0.6099,0,0.21775,0.411,0.68033,0.041,0.42715,0
4701,0.46899,0.001,0.1598,0.37,0.54463,0.047,0.35319,0
4702,0.28816,0.004,0.08715,0.37,0.40233,0.05,0.28966,0
4703,0.10274,0.002,0.04416,0.33,0.24512,0.052,0.13348,0
4704,0.03414,0.004,0.02149,0.301,0.07429,0.044,0.04266,0
4705,0,0.011,0.00695,0.246,0.02296,0.04,0.03535,0
4706,0,0.013,0.00153,0.227,0,0.035,0.00526,0.007
4707,0,0.01,0,0.251,0,0.047,0,0.016
4708,0,0,0,0.293,0,0.067,0,0.037
4709,0,0,0,0.323,0,0.079,0,0.06
4710,0,0,0,0.34,0,0.079,0,0.088
4711,0,0,0,0.315,0,0.073,0,0.115
4712,0,0,0,0.237,0,0.065,0,0.149
4713,0,0,0.00375,0.188,0,0.063,0,0.195
4714,0,0.001,0.01695,0.148,0,0.065,0,0.253
4715,0.03206,0.017,0.04952,0.119,0,0.061,0.01427,0.316
4716,0.13391,0.051,0.09481,0.105,0.02792,0.048,0.07382,0.401
4717,0.29938,0.074,0.13724,0.108,0.15473,0.029,0.18949,0.543
4718,0.46435,0.088,0.18235,0.115,0.35226,0.013,0.27464,0.692
4719,0.6049,0.078,0.24502,0.14,0.53233,0.005,0.32268,0.758
4720,0.70186,0.044,0.2564,0.165,0.66085,0.002,0.48901,0.785
4721,0.74086,0.017,0.31933,0.19,0.72232,0.003,0.48226,0.778
4722,0.73252,0.005,0.33428,0.19,0.70739,0.006,0.54617,0.787
4723,0.68126,0,0.33323,0.172,0.68183,0.012,0.50151,0.805
4724,0.58035,0,0.31733,0.146,0.6137,0.024,0.51008,0.805
4725,0.44807,0,0.29364,0.109,0.5388,0.038,0.52098,0.735
4726,0.28039,0.007,0.22338,0.079,0.41178,0.059,0.45252,0.671
4727,0.10606,0.009,0.12564,0.05,0.25052,0.077,0.27793,0.599
4728,0.03547,0.003,0.05254,0.023,0.07667,0.109,0.11309,0.427
4729,0,0,0.01552,0.016,0.02284,0.141,0.03563,0.291
4730,0,0,0.00112,0.019,0,0.162,0.00556,0.224
4731,0,0,0,0.024,0,0.156,0,0.202
4732,0,0,0,0.028,0,0.133,0,0.202
4733,0,0,0,0.024,0,0.112,0,0.202
4734,0,0,0,0.018,0,0.094,0,0.217
4735,0,0,0,0.014,0,0.076,0,0.222
4736,0,0,0,0.014,0,0.061,0,0.231
4737,0,0,0.00438,0.009,0,0.052,0,0.232
4738,0,0,0.0236,0.003,0,0.049,0,0.245
4739,0.03455,0,0.07445,0.001,0,0.038,0.01407,0.219
4740,0.1383,0,0.1942,0.001,0.02754,0.038,0.06847,0.189
4741,0.29514,0,0.31949,0.001,0.1526,0.046,0.15269,0.158
4742,0.45201,0,0.39676,0.003,0.34653,0.044,0.27194,0.118
4743,0.57842,0,0.45304,0.022,0.53125,0.042,0.44761,0.076
4744,0.62897,0,0.4994,0.072,0.67055,0.035,0.6048,0.062
4745,0.72084,0,0.50619,0.119,0.75534,0.031,0.73863,0.07
4746,0.71602,0,0.47305,0.161,0.7873,0.03,0.82958,0.088
4747,0.66183,0.001,0.45388,0.2,0.77585,0.035,0.83252,0.108
4748,0.56531,0.002,0.40272,0.233,0.71959,0.043,0.7768,0.136
4749,0.42225,0.006,0.34016,0.251,0.61964,0.051,0.66711,0.157
4750,0.25952,0.023,0.25176,0.272,0.46884,0.062,0.5129,0.166
4751,0.10334,0.043,0.14109,0.289,0.27129,0.082,0.32251,0.157
4752,0.03393,0.078,0.04394,0.293,0.06714,0.104,0.12485,0.126
4753,0,0.155,0.01692,0.316,0.02211,0.168,0.03602,0.107
4754,0,0.211,0.00105,0.321,0,0.241,0.00815,0.135
4755,0,0.194,0,0.347,0,0.254,0,0.173
4756,0,0.16,0,0.382,0,0.233,0,0.201
4757,0,0.103,0,0.413,0,0.177,0,0.214
4758,0,0.062,0,0.435,0,0.119,0,0.22
4759,0,0.025,0,0.447,0,0.091,0,0.217
4760,0,0.01,0,0.464,0,0.074,0,0.222
4761,0,0.005,0.00359,0.472,0,0.067,0,0.214
4762,0,0.002,0.02011,0.46,0,0.057,0,0.188
4763,0.03452,0.001,0.07174,0.454,0,0.042,0.02036,0.133
4764,0.1414,0,0.20111,0.488,0.02582,0.031,0.07529,0.126
4765,0.30284,0,0.31113,0.552,0.15701,0.029,0.2147,0.12
4766,0.46673,0,0.38186,0.587,0.35686,0.016,0.34546,0.084
4767,0.59899,0,0.41008,0.635,0.53622,0.008,0.39144,0.07
4768,0.69393,0.001,0.37198,0.697,0.66999,0.005,0.37811,0.068
4769,0.74324,0.01,0.36156,0.73,0.75333,0.002,0.4588,0.075
4770,0.7304,0.027,0.3707,0.738,0.78482,0.001,0.49089,0.083
4771,0.6595,0.072,0.34773,0.733,0.77648,0.001,0.4579,0.1
4772,0.52947,0.136,0.33086,0.721,0.71997,0.002,0.38077,0.11
4773,0.36879,0.215,0.27826,0.688,0.6186,0.006,0.48781,0.12
4774,0.23485,0.278,0.19478,0.631,0.47039,0.015,0.42702,0.124
4775,0.0966,0.292,0.12668,0.566,0.27171,0.022,0.29402,0.121
4776,0.03168,0.273,0.04217,0.478,0.06387,0.041,0.12416,0.116
4777,0,0.281,0.0119,0.431,0.02126,0.073,0.03744,0.092
4778,0,0.158,0,0.374,0,0.103,0.00777,0.08
4779,0,0.12,0,0.31,0,0.107,0,0.079
4780,0,0.099,0,0.249,0,0.106,0,0.084
4781,0,0.077,0,0.231,0,0.099,0,0.093
4782,0,0.062,0,0.206,0,0.092,0,0.094
4783,0,0.053,0,0.186,0,0.084,0,0.081
4784,0,0.064,0,0.184,0,0.071,0,0.061
4785,0,0.062,0.00509,0.179,0,0.076,0,0.043
4786,0,0.054,0.00863,0.142,0,0.078,0,0.027
4787,0.02604,0.04,0.04866,0.133,0,0.068,0.00511,0.018
4788,0.09521,0.083,0.132,0.162,0.0236,0.045,0.05043,0.005
4789,0.16733,0.14,0.24256,0.258,0.15532,0.039,0.1653,0.002
4790,0.21388,0.182,0.3988,0.238,0.35413,0.022,0.3898,0
4791,0.22242,0.21,0.56166,0.186,0.53282,0.009,0.57627,0
4792,0.24298,0.252,0.64437,0.123,0.66983,0.006,0.70459,0
4793,0.18407,0.373,0.6807,0.074,0.75566,0.005,0.8034,0
4794,0.17297,0.433,0.65445,0.058,0.79089,0.006,0.84095,0.002
4795,0.29402,0.449,0.58157,0.055,0.77715,0.011,0.83277,0.008
4796,0.37147,0.414,0.52941,0.056,0.71591,0.02,0.77725,0.015
4797,0.36011,0.35,0.44386,0.059,0.61184,0.029,0.67662,0.009
4798,0.25303,0.29,0.30565,0.059,0.46332,0.047,0.52237,0.005
4799,0.0943,0.239,0.15727,0.073,0.26883,0.084,0.32683,0.002
4800,0.03167,0.173,0.0383,0.068,0.06452,0.143,0.12211,0.001
4801,0,0.179,0.01823,0.062,0.02043,0.206,0.03873,0.001
4802,0,0.191,0.00016,0.068,0,0.229,0.00618,0.002
4803,0,0.193,0,0.083,0,0.21,0,0.004
4804,0,0.208,0,0.087,0,0.185,0,0.006
4805,0,0.232,0,0.086,0,0.15,0,0.008
4806,0,0.253,0,0.089,0,0.12,0,0.017
4807,0,0.263,0,0.083,0,0.1,0,0.026
4808,0,0.263,0,0.084,0,0.084,0,0.039
4809,0,0.259,0.0049,0.092,0,0.068,0,0.033
4810,0,0.254,0.02815,0.083,0,0.057,0,0.017
4811,0.03407,0.214,0.06644,0.063,0,0.053,0.01919,0.006
4812,0.15076,0.271,0.24162,0.07,0.0241,0.046,0.07443,0.001
4813,0.34111,0.292,0.41491,0.081,0.15387,0.045,0.23778,0
4814,0.51912,0.275,0.54659,0.09,0.35262,0.035,0.42706,0
4815,0.64802,0.252,0.62903,0.113,0.5308,0.023,0.58445,0
4816,0.72083,0.227,0.70128,0.117,0.66493,0.014,0.69612,0
4817,0.73411,0.191,0.73845,0.1,0.74623,0.009,0.74845,0
4818,0.7324,0.165,0.72086,0.1,0.7726,0.007,0.76369,0
4819,0.6931,0.15,0.64669,0.111,0.7324,0.006,0.77466,0
4820,0.61863,0.134,0.51822,0.133,0.64704,0.007,0.72088,0.001
4821,0.48821,0.123,0.36127,0.158,0.55476,0.009,0.632,0.001
4822,0.30051,0.1,0.21269,0.174,0.42532,0.011,0.49448,0.006
4823,0.09832,0.078,0.09474,0.173,0.25419,0.017,0.30765,0.012
4824,0.03141,0.072,0.037,0.162,0.07077,0.036,0.11985,0.025
4825,0,0.152,0.0115,0.155,0.02145,0.073,0.04563,0.036
4826,0,0.138,0,0.131,0,0.091,0.0056,0.033
4827,0,0.08,0,0.101,0,0.086,0,0.01
4828,0,0.073,0,0.089,0,0.074,0,0.001
4829,0,0.073,0,0.087,0,0.059,0,0
4830,0,0.076,0,0.094,0,0.046,0,0
4831,0,0.079,0,0.103,0,0.039,0,0
4832,0,0.077,0,0.109,0,0.032,0,0
4833,0,0.066,0.0039,0.107,0,0.015,0,0
4834,0,0.063,0.00464,0.093,0,0.009,0,0
4835,0.03355,0.037,0.01778,0.075,0,0.008,0.01325,0
4836,0.15533,0.058,0.05114,0.064,0.02485,0.005,0.06524,0
4837,0.34388,0.036,0.09434,0.06,0.1477,0.002,0.17552,0
4838,0.51559,0.013,0.13211,0.058,0.33354,0.004,0.33249,0
4839,0.65122,0.003,0.16111,0.066,0.49938,0.005,0.52309,0
4840,0.73213,0.001,0.16791,0.081,0.63481,0.01,0.67863,0
4841,0.77118,0,0.21046,0.106,0.7219,0.025,0.74388,0
4842,0.76244,0,0.20092,0.14,0.76832,0.047,0.78115,0
4843,0.71462,0,0.18825,0.155,0.71911,0.078,0.76187,0
4844,0.62023,0,0.1817,0.181,0.58808,0.122,0.70433,0.001
4845,0.47985,0.001,0.18627,0.197,0.47108,0.182,0.60737,0.003
4846,0.29573,0.013,0.16924,0.203,0.34269,0.251,0.45408,0.006
4847,0.0968,0.042,0.11158,0.163,0.21046,0.281,0.254,0.011
4848,0.03074,0.076,0.04645,0.109,0.07259,0.262,0.11099,0.021
4849,0,0.196,0.01551,0.072,0.01794,0.215,0.03623,0.034
4850,0,0.213,0,0.048,0,0.191,0.00391,0.039
4851,0,0.203,0,0.038,0,0.181,0,0.046
4852,0,0.193,0,0.028,0,0.164,0,0.05
4853,0,0.202,0,0.021,0,0.146,0,0.045
4854,0,0.217,0,0.016,0,0.13,0,0.042
4855,0,0.222,0,0.012,0,0.113,0,0.035
4856,0,0.193,0,0.019,0,0.095,0,0.03
4857,0,0.188,0.00308,0.032,0,0.064,0,0.025
4858,0,0.104,0.02895,0.056,0,0.04,0,0.018
4859,0.03304,0.056,0.06902,0.076,0,0.024,0.00483,0.015
4860,0.1526,0.132,0.23745,0.114,0.02532,0.014,0.03606,0.014
4861,0.33791,0.1,0.42342,0.202,0.13765,0.011,0.16853,0.015
4862,0.50829,0.02,0.57533,0.333,0.32679,0.008,0.27824,0.016
4863,0.63724,0.007,0.65364,0.493,0.50603,0.006,0.36887,0.009
4864,0.72511,0.001,0.63997,0.664,0.64661,0.006,0.42685,0.004
4865,0.76527,0,0.59056,0.79,0.73045,0.006,0.50514,0.001
4866,0.75848,0,0.54871,0.861,0.75922,0.007,0.55072,0.001
4867,0.7126,0,0.50155,0.885,0.73231,0.01,0.56223,0.004
4868,0.62012,0,0.45194,0.883,0.65867,0.016,0.55786,0.004
4869,0.47917,0,0.37691,0.865,0.55725,0.026,0.53869,0.003
4870,0.29492,0,0.27436,0.82,0.4288,0.05,0.44399,0.002
4871,0.09482,0,0.13985,0.783,0.25326,0.102,0.29144,0.001
4872,0.02963,0,0.04325,0.773,0.07019,0.183,0.11689,0
4873,0,0.001,0.01385,0.808,0.01947,0.238,0.04137,0
4874,0,0.004,0,0.838,0,0.247,0.00486,0.001
4875,0,0.003,0,0.846,0,0.23,0,0.002
4876,0,0.002,0,0.851,0,0.195,0,0.002
4877,0,0.001,0,0.882,0,0.166,0,0.001
4878,0,0.001,0,0.935,0,0.142,0,0
4879,0,0.001,0,0.976,0,0.118,0,0.001
4880,0,0.016,0,0.987,0,0.094,0,0.002
4881,0,0.039,0.00188,0.991,0,0.081,0,0.005
4882,0,0.056,0.00253,0.992,0,0.069,0,0.008
4883,0.0321,0.035,0.01138,0.992,0,0.052,0.00649,0.012
4884,0.14874,0.024,0.02652,0.992,0.02405,0.036,0.06887,0.006
4885,0.32707,0.013,0.05588,0.99,0.1499,0.038,0.19651,0.001
4886,0.49055,0,0.08446,0.983,0.34593,0.041,0.3743,0.008
4887,0.61697,0,0.1072,0.962,0.52259,0.041,0.5293,0.008
4888,0.70351,0,0.11898,0.92,0.66131,0.048,0.66006,0.005
4889,0.74716,0,0.11133,0.843,0.75132,0.062,0.71856,0.007
4890,0.74293,0,0.10507,0.729,0.78735,0.061,0.73549,0.008
4891,0.69542,0,0.08586,0.558,0.77528,0.055,0.72355,0.009
4892,0.60518,0,0.06456,0.468,0.71512,0.044,0.66374,0.007
4893,0.46759,0,0.05716,0.342,0.60505,0.036,0.59418,0.008
4894,0.28756,0,0.05078,0.302,0.44761,0.027,0.45071,0.011
4895,0.09759,0,0.0488,0.268,0.25626,0.025,0.28967,0.014
4896,0.03028,0,0.03248,0.231,0.07092,0.022,0.11744,0.011
4897,0,0.001,0.01021,0.262,0.01897,0.027,0.04232,0.015
4898,0,0.001,0,0.317,0,0.038,0.00345,0.02
4899,0,0.002,0,0.415,0,0.038,0,0.018
4900,0,0.001,0,0.516,0,0.043,0,0.014
4901,0,0.001,0,0.543,0,0.056,0,0.007
4902,0,0,0,0.613,0,0.06,0,0.003
4903,0,0,0,0.68,0,0.058,0,0.002
4904,0,0,0,0.745,0,0.067,0,0.004
4905,0,0,0.00332,0.803,0,0.061,0,0.007
4906,0,0,0.01301,0.85,0,0.054,0,0.013
4907,0.0315,0,0.03877,0.874,0,0.046,0.01237,0.016
4908,0.14166,0,0.09093,0.872,0.0231,0.029,0.07189,0.012
4909,0.31243,0,0.142,0.851,0.14813,0.034,0.18346,0.007
4910,0.47745,0,0.20957,0.832,0.33819,0.074,0.25331,0.016
4911,0.60863,0,0.24995,0.854,0.4991,0.121,0.34444,0.034
4912,0.70214,0,0.24076,0.877,0.6303,0.145,0.48776,0.049
4913,0.75101,0,0.26323,0.876,0.71424,0.157,0.53386,0.058
4914,0.75089,0,0.30299,0.851,0.7539,0.16,0.60038,0.066
4915,0.70189,0,0.26678,0.833,0.73227,0.168,0.60984,0.072
4916,0.60612,0,0.2168,0.804,0.68753,0.17,0.6267,0.073
4917,0.46319,0.001,0.20416,0.761,0.59905,0.17,0.54434,0.067
4918,0.28224,0.022,0.16206,0.69,0.45274,0.17,0.3968,0.057
4919,0.09777,0.07,0.09494,0.565,0.25543,0.161,0.26151,0.037
4920,0.02869,0.113,0.03809,0.451,0.0696,0.118,0.10913,0.015
4921,0,0.083,0.0118,0.414,0.0176,0.088,0.03635,0.016
4922,0,0.093,0,0.354,0,0.072,0.00255,0.031
4923,0,0.087,0,0.315,0,0.057,0,0.044
4924,0,0.073,0,0.31,0,0.041,0,0.05
4925,0,0.067,0,0.323,0,0.027,0,0.042
4926,0,0.067,0,0.345,0,0.019,0,0.034
4927,0,0.069,0,0.38,0,0.011,0,0.02
4928,0,0.069,0,0.441,0,0.006,0,0.006
4929,0,0.059,0.00162,0.497,0,0.001,0,0.001
4930,0,0.041,0.00465,0.557,0,0,0,0
4931,0.02591,0.02,0.01988,0.635,0,0,0.01029,0
4932,0.12502,0.021,0.05642,0.708,0.02039,0,0.04312,0
4933,0.2695,0.018,0.10582,0.76,0.14969,0.003,0.17016,0
4934,0.39706,0.017,0.17826,0.808,0.34794,0.036,0.36233,0.003
4935,0.47026,0.02,0.22675,0.85,0.52129,0.064,0.49504,0.019
4936,0.48414,0.018,0.24264,0.857,0.65791,0.075,0.523,0.04
4937,0.45181,0.05,0.27958,0.806,0.75003,0.089,0.48026,0.064
4938,0.36106,0.033,0.27454,0.775,0.79307,0.096,0.44064,0.081
4939,0.26865,0.015,0.27357,0.737,0.78641,0.101,0.57557,0.088
4940,0.14519,0.005,0.2421,0.713,0.72952,0.094,0.52676,0.09
4941,0.07407,0.001,0.20133,0.594,0.62509,0.092,0.40488,0.083
4942,0.08153,0.001,0.12808,0.505,0.47295,0.089,0.34179,0.07
4943,0.04785,0.001,0.06242,0.443,0.27102,0.077,0.23807,0.029
4944,0.01477,0.001,0.02751,0.394,0.06212,0.062,0.10574,0.009
4945,0,0,0.00869,0.359,0.01832,0.059,0.03322,0.007
4946,0,0.001,0,0.341,0,0.05,0.002,0.004
4947,0,0.002,0,0.342,0,0.038,0,0.005
4948,0,0.003,0,0.347,0,0.051,0,0.021
4949,0,0.003,0,0.343,0,0.072,0,0.043
4950,0,0.005,0,0.332,0,0.078,0,0.06
4951,0,0.012,0,0.281,0,0.069,0,0.056
4952,0,0.022,0,0.265,0,0.061,0,0.052
4953,0,0.024,0.00148,0.24,0,0.052,0,0.032
4954,0,0.019,0.01096,0.194,0,0.042,0,0.011
4955,0.02281,0.007,0.04917,0.138,0,0.035,0.01059,0.002
4956,0.11917,0.013,0.12289,0.102,0.02156,0.014,0.0462,0
4957,0.27409,0.013,0.19084,0.087,0.14513,0.012,0.12561,0
4958,0.42869,0.011,0.23796,0.087,0.33882,0.033,0.26528,0
4959,0.57,0.004,0.28342,0.078,0.51694,0.06,0.427,0
4960,0.67637,0.001,0.28376,0.061,0.66022,0.094,0.58262,0
4961,0.72364,0.005,0.28904,0.061,0.75132,0.135,0.6628,0
4962,0.72928,0.006,0.31092,0.057,0.79213,0.18,0.5483,0
4963,0.68859,0.007,0.3021,0.048,0.78564,0.226,0.53569,0.001
4964,0.59695,0.007,0.28634,0.042,0.72656,0.261,0.31702,0.005
4965,0.44856,0.012,0.28651,0.04,0.61818,0.248,0.14014,0.017
4966,0.25058,0.029,0.23743,0.043,0.465,0.233,0.07426,0.03
4967,0.08577,0.044,0.13177,0.034,0.26617,0.217,0.06104,0.038
4968,0.02636,0.063,0.04503,0.03,0.06445,0.167,0.03695,0.037
4969,0,0.11,0.01396,0.033,0.01816,0.123,0.01435,0.038
4970,0,0.123,0,0.043,0,0.095,0.00103,0.044
4971,0,0.125,0,0.058,0,0.085,0,0.053
4972,0,0.12,0,0.053,0,0.08,0,0.072
4973,0,0.119,0,0.058,0,0.078,0,0.11
4974,0,0.119,0,0.072,0,0.082,0,0.178
4975,0,0.118,0,0.101,0,0.074,0,0.269
4976,0,0.112,0,0.134,0,0.066,0,0.376
4977,0,0.087,0.00232,0.17,0,0.052,0,0.453
4978,0,0.059,0.02383,0.197,0,0.041,0,0.514
4979,0.02072,0.063,0.06169,0.207,0,0.035,0.00382,0.586
4980,0.09972,0.048,0.20583,0.212,0.02196,0.019,0.04548,0.653
4981,0.18893,0.017,0.38057,0.213,0.14504,0.019,0.0943,0.683
4982,0.28161,0.001,0.51321,0.246,0.33836,0.035,0.15297,0.683
4983,0.39333,0,0.57185,0.338,0.51263,0.059,0.2147,0.687
4984,0.54124,0,0.58342,0.449,0.65026,0.113,0.27655,0.696
4985,0.60509,0,0.59287,0.533,0.74126,0.176,0.29648,0.688
4986,0.61406,0,0.6035,0.588,0.77917,0.239,0.25729,0.669
4987,0.54071,0,0.56975,0.64,0.76426,0.284,0.23185,0.651
4988,0.48386,0,0.47181,0.713,0.686,0.304,0.24051,0.657
4989,0.39362,0,0.3788,0.752,0.56082,0.321,0.3704,0.605
4990,0.25589,0,0.25907,0.731,0.39534,0.31,0.27201,0.516
4991,0.09694,0,0.12747,0.667,0.21314,0.274,0.16544,0.462
4992,0.02135,0,0.04038,0.618,0.07001,0.161,0.07337,0.363
4993,0,0.001,0.00816,0.597,0.01541,0.097,0.02956,0.293
4994,0,0.019,0,0.58,0,0.067,0.00248,0.249
4995,0,0.032,0,0.572,0,0.055,0,0.209
4996,0,0.026,0,0.575,0,0.054,0,0.175
4997,0,0.015,0,0.587,0,0.059,0,0.145
4998,0,0.003,0,0.579,0,0.061,0,0.116
4999,0,0,0,0.556,0,0.065,0,0.091
5000,0,0,0,0.52,0,0.071,0,0.069
5001,0,0,0.00157,0.475,0,0.08,0,0.049
5002,0,0,0.00177,0.425,0,0.082,0,0.031
5003,0.02791,0,0.00985,0.378,0,0.076,0.01182,0.013
5004,0.13875,0,0.02446,0.326,0.02176,0.045,0.06355,0.003
5005,0.31434,0,0.04648,0.28,0.12047,0.035,0.22275,0.004
5006,0.48352,0,0.06712,0.235,0.27417,0.075,0.37888,0.01
5007,0.61303,0.001,0.08758,0.222,0.42335,0.092,0.55683,0.016
5008,0.69657,0.001,0.10941,0.241,0.51824,0.102,0.63795,0.027
5009,0.7314,0.001,0.1189,0.281,0.57776,0.116,0.79137,0.041
5010,0.7268,0.001,0.11294,0.316,0.61567,0.116,0.76395,0.055
5011,0.68394,0,0.10009,0.352,0.59724,0.105,0.73859,0.07
5012,0.59246,0,0.0832,0.41,0.51424,0.086,0.59514,0.084
5013,0.45325,0,0.06943,0.47,0.44409,0.067,0.51628,0.099
5014,0.27584,0,0.05738,0.48,0.3651,0.048,0.3505,0.113
5015,0.09572,0.001,0.03536,0.447,0.2212,0.033,0.19552,0.129
5016,0.02689,0.001,0.01418,0.419,0.07698,0.023,0.08476,0.128
5017,0,0.012,0.00475,0.408,0.0181,0.025,0.02887,0.136
5018,0,0.014,0,0.366,0,0.022,0,0.166
5019,0,0.015,0,0.317,0,0.012,0,0.176
5020,0,0.023,0,0.289,0,0.005,0,0.169
5021,0,0.031,0,0.268,0,0.003,0,0.162
5022,0,0.034,0,0.237,0,0.004,0,0.157
5023,0,0.028,0,0.216,0,0.005,0,0.16
5024,0,0.019,0,0.218,0,0.005,0,0.16
5025,0,0.009,0.00106,0.199,0,0.003,0,0.142
5026,0,0.004,0.00253,0.172,0,0.001,0,0.121
5027,0.02746,0.001,0.01274,0.159,0,0.001,0.00601,0.093
5028,0.14357,0,0.02869,0.171,0.02256,0,0.03748,0.08
5029,0.32856,0,0.04881,0.194,0.13423,0,0.04784,0.104
5030,0.50148,0,0.07065,0.24,0.30885,0.001,0.07787,0.149
5031,0.63353,0,0.10572,0.312,0.47753,0.005,0.10346,0.176
5032,0.72179,0,0.08771,0.396,0.60264,0.014,0.13082,0.19
5033,0.7634,0,0.08475,0.389,0.69047,0.023,0.19367,0.188
